GVKEY;DATADATE;SIC;AT;CHE;DLC;DLTT;SEQ;WCAP;DVC;OIBDP;SALE;TXT;XINT;XRD;AQC;CAPX;CSHO;PRCC_F;market_to_book;log_firm_size;cf;nwc;capex;leverage;div;rd_to_sales;sic_2;ind_cf_vol;ind_cf_no_level_vol;cash;log_cash;aqc_to_asset;year
001004;20150531;5080;1515.0000;54.7000;69.0000;85.0000;845.1000;542.1000;11.9000;83.7000;1594.3000;-28.5000;26.5000;;0.0007;46.3000;35.4230;29.5400;1.132868264;7.3231707179;0.0487128713;0.3217161716;0.0305610561;0.101650165;1;0;50;0.0285055789;55.21263162;0.0361056106;-3.284533464;4.3568713E-7;2015
001045;20151231;4512;48415.0000;6949.0000;2231.0000;18330.0000;5635.0000;-3620.0000;278.0000;8891.0000;40990.0000;-2994.0000;932.0000;;0.0000;6151.0000;624.6220;42.3500;1.4299853702;10.787564962;0.2204895177;-0.218300114;0.1270474027;0.4246824331;1;0;45;0.0299144133;575.70057104;0.1435298978;-1.78627605;0;2015
001050;20151231;3564;593.0500;39.5130;19.4940;157.8340;239.1530;81.3350;;;370.0760;3.0720;5.9640;;;;33.9180;7.6800;1.0359788213;6.3852787125;;0.0705201922;;0.2990102015;0;0;35;0.0501003464;196.94355338;0.06662676;-2.639698866;;2015
001062;20151130;6799;162.3500;10.1550;0.0000;0.0000;160.7440;;0.7720;-1.7100;1.6660;0.0000;0.0000;;;;19.2900;7.1600;0.8606245765;5.0897544985;-0.015287958;;;0;1;0;67;0.0898624057;65.515246222;0.0625500462;-2.707196398;;2015
001072;20150331;3670;2459.0150;843.5060;0.0000;0.0000;2131.9630;1478.2430;67.2510;254.9630;1353.2280;-7.2720;0.9780;11.9510;0.0000;26.5990;168.1900;14.2700;1.1090307705;7.8075161422;0.078895818;0.2581265263;0.0108169328;0;1;0.0088314756;36;0.0530655079;357.40218539;0.3430259677;-0.649838341;0;2015
001075;20151231;4911;15028.2580;39.4880;357.5800;3462.3910;4583.9170;-551.8010;270.5190;1349.0240;3495.4430;237.7200;194.9640;;0.0000;1092.3460;110.9800;64.4800;1.1711491378;9.6176875745;0.0429737765;-0.039345146;0.0726861357;0.254185881;1;0;49;0.01330264;202.0260541;0.0026275833;-5.939059705;0;2015
001076;20151231;7359;2658.8750;37.1680;157.1780;453.2720;1366.6180;;6.8220;1536.9640;3179.7560;77.4110;23.3390;;;60.5570;72.6000;22.3900;1.0973705044;7.88565838;0.5375927789;;0.0227754219;0.2295895821;1;0;73;0.0671478871;128.03670347;0.0139788444;-4.256132735;;2015
001078;20151231;2834;41247.0000;6125.0000;3130.0000;5871.0000;21211.0000;4969.0000;1464.0000;4844.0000;20405.0000;577.0000;163.0000;1405.0000;0.0057;1110.0000;1472.6650;44.9100;2.0892037033;10.627333662;0.0640046549;-0.028026281;0.0269110481;0.2182219313;1;0.0688556726;28;0.1594186108;281.99144253;0.1484956482;-1.746448958;1.3812845E-7;2015
001094;20150630;5160;489.7740;37.4360;10.1970;99.9600;254.2110;185.3100;7.0430;67.2940;546.9510;20.3820;3.9540;5.9420;0.0000;0.6170;29.1470;24.6300;1.9467215695;6.1939440602;0.0733297398;0.3019229277;0.0012597647;0.2249139399;1;0.0108638617;51;0.0269803054;61.497578911;0.0764352538;-2.49179688;0;2015
001104;20151231;3420;81.4210;2.4260;0.0000;25.9130;43.1840;47.6970;;;109.8120;1.8200;0.5700;;;;3.3690;17.4000;1.1895899092;4.399633225;;0.5560113484;;0.3182594171;0;0;34;0.034690927;59.712920377;0.0297957529;-3.483140749;;2015
001119;20151231;6726;;;;;;;;;;;;;;;95.4200;12.8300;;;;;;0;0;0;67;0.0898624057;65.515246222;;;;2015
001121;20151231;5172;243.2150;91.8770;0.0000;0.0000;152.5100;96.3400;3.7120;21.3580;1944.2790;-0.7700;0.0130;;0.0000;11.0740;4.2180;38.4000;1.0389005612;5.4939458258;0.0756655634;0.0183500195;0.0455317312;0;1;0;51;0.0269803054;61.497578911;0.3777604177;-0.49906502;0;2015
001161;20151231;3674;3109.0000;785.0000;230.0000;2032.0000;-412.0000;917.0000;0.0000;-222.0000;3991.0000;14.0000;158.0000;947.0000;0.0000;96.0000;792.0000;2.8700;1.8636346092;8.0420564101;-0.126728852;0.0424573818;0.0308780959;0.7275651335;0;0.2372838887;36;0.0530655079;357.40218539;0.2524927629;-1.0853614;0;2015
001166;20151231;3559;2174.2020;485.3060;0.0000;0.0000;2049.6440;602.4050;;149.8020;727.1410;-6.3670;0.8490;103.4480;0.0000;36.1100;61.7060;38.0000;1.1357665939;7.6844169796;;0.0538583811;0.0166083924;0;0;0.1422667681;35;0.0501003464;196.94355338;0.2232110908;-1.24705072;0;2015
001177;20151231;6324;53424.1000;5412.2000;0.0000;7828.0000;16114.3000;-2743.0000;348.3000;5434.2000;60226.9000;1841.0000;363.6000;;0.0004;362.9000;349.5000;108.1200;1.4056903158;10.886017234;0.0539325885;-0.152650208;0.0067928145;0.1465256317;1;0;63;0.0233668766;856.47686929;0.1013063393;-2.182793232;7.2175997E-9;2015
001186;20151231;1040;6683.1800;164.1420;24.0400;1118.1870;4141.0200;517.9030;;782.8110;1985.4320;58.0450;75.2280;;0.0019;449.7580;217.6510;26.2800;1.2362420704;8.8073492012;;0.0529330349;0.0672970053;0.1709107042;0;0;10;0.1097820982;1307.5475823;0.0245604637;-3.681750191;2.9067571E-7;2015
001209;20150930;2810;17438.1000;206.4000;1929.9000;3949.1000;7249.0000;-737.3000;687.9000;2806.7000;9894.9000;415.9000;152.6000;138.8000;0.0020;1614.8000;215.3590;127.5800;2.1599028117;9.7664127466;0.0889030342;-0.054117134;0.0926018316;0.337135353;1;0.0140274283;28;0.1594186108;281.99144253;0.0118361519;-4.424689956;1.1345425E-7;2015
001210;20150331;4513;43.4560;19.4430;0.0000;5.0000;29.7950;30.4250;0.0000;3.4050;112.1810;0.9310;;;0.0000;1.9320;2.3730;24.6000;1.6576951399;3.7717489319;;0.2527153903;0.0444587629;0.1150589102;0;0;45;0.0299144133;575.70057104;0.4474180781;-0.211108242;0;2015
001230;20151231;4512;6533.0000;1328.0000;115.0000;571.0000;2411.0000;-143.0000;102.0000;1650.0000;5598.0000;464.0000;42.0000;;0.0000;831.0000;125.1750;80.5100;2.1735556789;8.7846215348;0.1594979336;-0.225164549;0.1272003674;0.1050053574;1;0;45;0.0299144133;575.70057104;0.2032756773;-1.365945651;0;2015
001254;20151231;4400;1669.8000;25.5000;22.0000;407.9000;450.6000;-19.7000;30.8000;292.9000;1884.9000;74.8000;18.5000;;0.0174;67.8000;43.5000;42.6300;1.8407024793;7.4204591378;0.1010899509;-0.02706911;0.0406036651;0.2574559828;1;0;44;0.0274936083;94.922997736;0.01527129;-4.166391589;0.0000104009;2015
001257;20151231;6798;1447.8080;344.6560;81.6860;971.5760;352.8800;;71.5710;95.2050;207.9150;0.0080;24.2390;0.0000;0.0000;0.0000;5.1060;384.1100;2.1109108804;7.2778059675;-0.000423399;;0;0.7274873464;1;0;67;0.0898624057;65.515246222;0.2380536646;-1.163379998;0;2015
001266;20150930;0100;460.5800;7.3600;4.7880;201.9580;172.7920;47.0470;1.9360;47.3390;153.1190;10.9050;8.7180;;0.6138;11.9480;8.3260;40.5900;1.3585920796;6.1324865648;0.0559729037;0.0861674411;0.0259412046;0.4488818446;1;0;01;0.0335018711;216.51513895;0.0159798515;-4.120317726;0.0011965899;2015
001274;20151231;6331;22846.3330;1233.9770;0.0000;1390.3400;7554.7070;;0.0000;988.6080;4975.8780;195.1730;91.7780;;0.0069;27.2580;15.5440;477.9300;0.9944952619;10.036545902;0.0307120184;;0.0011931018;0.0608561558;0;0;63;0.0233668766;856.47686929;0.0540120377;-2.863022901;3.0053744E-7;2015
001300;20151231;3822;49316.0000;5455.0000;6514.0000;5554.0000;18283.0000;1682.0000;1686.0000;8257.0000;38581.0000;1739.0000;330.0000;1856.0000;0.1060;1073.0000;770.4000;103.5700;2.2472083705;10.806003851;0.0912888312;-0.07650661;0.0217576446;0.2447076;1;0.048106581;38;0.0632957265;93.014844652;0.1106131884;-2.084492923;2.1496111E-6;2015
001327;20150930;3674;3719.4000;1043.6000;0.0000;0.0000;3159.2000;1450.8000;124.0000;1222.5000;3258.4000;225.3000;0.0000;303.2000;0.0066;430.1000;190.3000;84.2100;4.4591501317;8.2213176439;0.2347690488;0.1094800237;0.1156369307;0;1;0.0930518046;36;0.0530655079;357.40218539;0.2805828897;-0.941572127;1.7782357E-6;2015
001356;20151231;3350;36528.0000;1956.0000;59.0000;9044.0000;12046.0000;2742.0000;154.0000;3273.0000;22534.0000;445.0000;555.0000;238.0000;-0.0027;1180.0000;1310.1600;9.8700;1.0242356329;10.505834369;0.0580102935;0.0215177398;0.032303986;0.2492060885;1;0.0105618177;33;0.0495726581;323.34797754;0.0535479632;-2.872142534;-7.269758E-8;2015
001380;20151231;1311;34195.0000;2716.0000;86.0000;6544.0000;19386.0000;1776.0000;287.0000;1911.0000;6636.0000;-1299.0000;386.0000;;0.0000;4321.0000;286.0460;48.4800;0.8386170516;10.439834714;0.0741921334;-0.027489399;0.1263635034;0.1938879953;1;0;13;0.0687633843;637.89147291;0.0794268168;-2.450160447;0;2015
001393;20150331;7510;6872.1750;526.6440;260.8100;1930.0590;1884.3590;;19.5940;1001.8890;3074.5310;204.6770;98.7290;;0.0000;1111.8990;19.6080;330.4000;1.6685109445;8.835235929;0.0987880838;;0.1617972476;0.3188028535;1;0;75;0.0233489871;235.65983628;0.0766342533;-2.488981266;0;2015
001410;20151031;7340;2149.8000;55.5000;0.0000;158.0000;1007.5000;379.0000;36.0000;152.5000;4897.8000;18.3000;10.2000;;0.0089;26.5000;56.1060;28.4000;1.2725418178;7.6731300935;0.0409340404;0.1504791143;0.0123267281;0.0734952089;1;0;73;0.0671478871;128.03670347;0.025816355;-3.630591627;4.1543694E-6;2015
001414;20151231;6311;10612.1190;277.4030;0.0000;739.8050;1145.7720;;32.8070;335.4880;1405.3140;101.1100;33.5070;;0.0000;7.3990;48.2970;47.2300;1.1069810195;9.2697519289;0.0158369879;;0.0006972217;0.0697132213;1;0;63;0.0233668766;856.47686929;0.0261402082;-3.61779267;0;2015
001417;20150630;6726;;;;;;;;;;;;;;;11.3770;17.3800;;;;;;0;0;0;67;0.0898624057;65.515246222;;;;2015
001439;20151231;4955;771.9870;5.9890;3.0560;290.6840;256.1350;54.5160;15.6120;124.3530;563.0700;21.2440;23.3700;;0.0000;39.3700;21.7390;36.4400;1.6943564594;6.6489677105;0.083067461;0.0628598668;0.0509982681;0.3804986353;1;0;49;0.01330264;202.0260541;0.0077579027;-4.851255105;0;2015
001440;20151231;4911;61683.1000;563.2000;2728.0000;17988.2000;17891.7000;-3036.1000;1059.0000;5343.2000;16453.2000;919.6000;935.2000;;0.0001;4600.0000;491.0530;58.2700;1.1738232727;11.029765266;0.0393851801;-0.058351477;0.0745747214;0.3358488792;1;0;49;0.01330264;202.0260541;0.0091305398;-4.686957983;1.3929755E-9;2015
001447;20151231;6141;161184.0000;23102.0000;11626.0000;41247.0000;20673.0000;;1128.0000;10011.0000;34441.0000;2775.0000;736.0000;;;1383.0000;969.0000;69.5500;1.2898609663;11.990301849;0.0333283701;;0.0085802561;0.3280288366;1;0;61;0.0234358266;1353.7764839;0.1433268811;-1.787928518;;2015
001449;20151231;6321;118296.0000;5114.0000;203.0000;4808.0000;17708.0000;;682.0000;4425.0000;20872.0000;1329.0000;289.0000;;0.0003;0.0000;424.3800;59.9000;1.0651954588;11.680945237;0.0179634138;;0;0.0423598431;1;0;63;0.0233668766;856.47686929;0.0432305403;-3.097015266;2.8583794E-9;2015
001487;20151231;6331;496943.0000;21208.0000;1619.0000;27731.0000;89658.0000;;1028.0000;9765.0000;57817.0000;1059.0000;1281.0000;;0.0000;0.0000;1193.9170;61.9700;0.9684652696;13.11623061;0.0128727037;;0;0.0590610996;1;0;63;0.0233668766;856.47686929;0.0426769267;-3.110482508;0;2015
001526;20151231;6311;23746.9620;1165.6930;31.4100;97.0260;4452.2820;;84.4460;309.2610;3017.4550;103.7200;;;0.0000;32.5960;26.8940;102.2700;0.9283347226;10.075209885;;;0.0013726387;0.0054085234;1;0;63;0.0233668766;856.47686929;0.0490880897;-2.963804997;0;2015
001554;20150331;3844;193.1080;99.5610;0.0000;0.0000;150.4070;136.5280;15.6070;5.7300;126.7500;0.0680;0.0180;23.3900;0.0000;2.5800;7.1930;48.8600;2.0410908921;5.2632496179;-0.051592891;0.1914317377;0.0133603994;0;1;0.1845364892;38;0.0632957265;93.014844652;0.5155715972;0.0623065379;0;2015
001562;20150430;7372;134.2660;62.2390;0.0000;0.0000;92.9260;46.3400;11.3370;15.4580;102.8730;2.2740;0.0000;11.0880;0.0589;1.0280;28.5850;9.7100;2.375138531;4.8998229069;0.0137562749;-0.118414193;0.0076564432;0;1;0.1077833834;73;0.0671478871;128.03670347;0.463549968;-0.146059236;0.0004387221;2015
001585;20151231;2870;443.5390;5.5240;0.0550;68.3210;268.3950;160.5490;0.5720;27.9980;289.3820;2.0090;2.7720;6.3370;0.0000;6.8990;29.1880;14.0100;1.316835453;6.0947857347;0.0510552623;0.3495183062;0.0155544383;0.1541600626;1;0.0218983904;28;0.1594186108;281.99144253;0.0124543727;-4.373150921;0;2015
001598;20151231;3823;6664.5300;381.0050;386.0750;1556.0450;3254.6260;594.4410;85.9880;1093.7810;3974.2950;215.5210;91.7950;116.3000;0.0535;69.0830;235.5150;53.5900;2.4054438723;8.8045547125;0.1051052362;0.0320256642;0.0103657722;0.2914113974;1;0.0292630517;38;0.0632957265;93.014844652;0.0571690727;-2.802873909;8.0256286E-6;2015
001602;20151231;2836;71576.0000;31382.0000;2250.0000;29306.0000;28083.0000;29851.0000;2548.0000;10711.0000;21662.0000;1039.0000;1095.0000;4070.0000;0.0050;594.0000;754.0000;162.3300;2.3176738013;11.178515101;0.0842321449;-0.021389851;0.0082988711;0.440874036;1;0.1878866217;28;0.1594186108;281.99144253;0.4384430535;-0.247483251;7.0074434E-8;2015
001618;20150430;7389;138.7290;12.0500;0.1280;17.9620;93.3210;;0.0000;-1.5190;49.7900;-2.1320;1.6150;;0.0000;1.1270;8.0560;5.1100;0.6240523611;4.9325223898;-0.007222715;;0.0081237521;0.1303981143;0;0;73;0.0671478871;128.03670347;0.0868599932;-2.352591668;0;2015
001632;20151031;3674;7062.1780;3028.9280;374.8390;498.4970;5072.9590;2965.7180;491.0590;1383.5690;3435.0920;113.2360;27.0300;637.4590;0.0010;153.9600;312.0610;60.1200;2.9382332646;8.8625087815;0.1065172812;-0.008950497;0.02180064;0.1236638329;1;0.1855726135;36;0.0530655079;357.40218539;0.4288943156;-0.286363741;1.4165596E-7;2015
001633;20150731;3845;627.9700;123.8000;0.0000;0.0000;531.4100;324.7710;5.1290;63.5900;540.2910;7.5520;0.0000;68.4620;0.0025;9.9540;12.4340;80.5500;1.7486801917;6.4424923946;0.0810691594;0.3200328041;0.0158510757;0;1;0.1267131971;38;0.0632957265;93.014844652;0.1971431756;-1.404246153;4.0573473E-6;2015
001659;20151231;5150;2359.1010;77.0010;44.7760;436.2080;764.2540;241.4850;16.2000;121.0800;4198.4950;-0.2420;20.0720;;0.0545;187.5010;27.9560;31.6300;1.0508644098;7.7660358932;0.0360518689;0.06972317;0.0794798527;0.2038844458;1;0;51;0.0269803054;61.497578911;0.032639976;-3.389032942;0.0000230981;2015
001661;20151231;1381;9537.8400;274.5890;6.5080;3655.2000;4282.7100;469.3980;69.3630;1119.2260;3864.4370;-98.0380;202.3280;41.2530;-0.0597;867.1060;281.1840;8.5100;0.8018593141;9.1630223237;0.0991391133;0.0204248551;0.0909121981;0.3839137583;1;0.0106750349;13;0.0687633843;637.89147291;0.0287894324;-3.518534912;-5.48434E-6;2015
001678;20151231;1311;18842.0000;1467.0000;1.0000;8777.0000;2566.0000;1911.0000;378.0000;-23630.0000;6383.0000;-5469.0000;497.0000;;0.0000;5178.0000;378.0340;44.4700;1.7560329042;9.8438436996;-0.968816301;0.0235643775;0.2748115911;0.465874111;1;0;13;0.0687633843;637.89147291;0.0778579769;-2.471812892;0;2015
001686;20150228;3231;612.0570;52.5120;0.0440;20.5870;382.4760;149.9470;12.0710;91.0850;933.9360;14.4830;0.9240;6.5000;0.0000;27.2200;29.0500;45.8500;2.5512713685;6.4168254154;0.1039233274;0.1591926896;0.0444729821;0.0337076449;1;0.0069597917;32;0.0558008104;203.54197233;0.0857959308;-2.366082239;0;2015
001690;20150930;3663;290479.0000;41601.0000;10999.0000;53463.0000;119355.0000;8768.0000;11627.0000;81730.0000;233715.0000;19121.0000;733.0000;8067.0000;0.0012;11247.0000;5578.7530;110.3000;2.7074606285;12.579286564;0.1729866875;-0.113030546;0.0387188058;0.2219162143;1;0.0345163982;36;0.0530655079;357.40218539;0.1432151722;-1.788838611;4.0650383E-9;2015
001704;20151031;3559;15308.0000;4965.0000;1200.0000;3342.0000;7613.0000;5463.0000;482.0000;2063.0000;9659.0000;221.0000;103.0000;1451.0000;0.0003;215.0000;1160.0000;16.7700;1.773464855;9.6361308465;0.0821139274;0.0325320094;0.0140449438;0.2967076039;1;0.1502225903;35;0.0501003464;196.94355338;0.3243402143;-0.733896665;1.706959E-8;2015
001706;20150831;3533;1636.9170;168.8460;3.9690;584.3090;673.0010;325.3330;2.2980;195.4460;1249.2540;5.5190;28.0570;17.7000;0.0000;22.5160;59.2060;21.4400;1.3643285762;7.4005698736;0.0974832566;0.0955986162;0.0137551263;0.3593816913;1;0.0141684557;35;0.0501003464;196.94355338;0.1031487852;-2.162717516;0;2015
001712;20151231;2911;258.8110;18.6230;8.3330;73.9170;142.0960;43.4060;;45.1010;241.9760;9.7640;2.2170;;;;24.2000;12.3900;1.609487232;5.5560980656;;0.0957571355;;0.3177994753;0;0;29;0.0375348375;1726.9802059;0.0719559833;-2.557024574;;2015
001722;20151231;2070;40157.0000;6562.0000;98.0000;5779.0000;17899.0000;8324.0000;687.0000;2884.0000;67702.0000;438.0000;319.0000;112.0000;0.0119;1125.0000;595.0000;36.6800;1.0977563065;10.60055205;0.0358592524;0.0438777797;0.028015041;0.146350574;1;0.0016543086;20;0.0427437163;220.10805184;0.1634086212;-1.633081812;2.9703867E-7;2015
001743;20151231;4213;1262.9090;227.9540;44.9100;167.5990;588.7280;187.4860;6.8370;169.9460;2666.9050;27.8800;4.6000;;0.0236;78.4250;25.8580;21.3900;0.9717910158;7.1411730691;0.103435006;-0.032043481;0.0620986944;0.1682694478;1;0;42;0.0424794756;167.20632331;0.1804991492;-1.512969372;0.0000186922;2015
001773;20151231;5065;13021.9300;273.0900;44.0240;2380.5750;4142.4430;3130.3190;0.0000;1049.0010;23282.0200;191.6970;141.7020;0.0000;0.0395;154.8000;90.9230;54.1800;1.0601880935;9.4743901383;0.0549536052;0.219416707;0.0118876388;0.1861935212;0;0;50;0.0285055789;55.21263162;0.0209715457;-3.843394155;3.0354956E-6;2015
001783;20151130;3523;31.3320;0.4470;5.2820;4.6270;18.5200;12.6240;0.2020;0.9340;27.9360;-0.3070;0.3290;0.1620;0.0000;0.2920;4.0610;3.0380;0.8026719648;3.4446399395;0.0226605387;0.3886441976;0.0093195455;0.3162581386;1;0.0057989691;35;0.0501003464;196.94355338;0.0142665645;-4.235467314;0;2015
001794;20150930;2820;10064.0000;1287.0000;381.0000;3348.0000;3037.0000;1800.0000;98.0000;816.0000;5387.0000;-22.0000;176.0000;110.0000;0.0013;265.0000;67.0000;100.6200;1.3680981717;9.2167199789;0.0560413355;0.0509737679;0.0263314785;0.3705286169;1;0.0204195285;28;0.1594186108;281.99144253;0.127881558;-1.919820735;1.2835184E-7;2015
001820;20150131;3577;74.3300;23.1320;0.0000;0.0000;63.5110;52.3490;2.1280;9.2940;88.3470;2.2700;0.0000;5.8020;0.0000;2.2470;7.2510;14.9500;1.6039479349;4.3085146387;0.0658684246;0.3930714382;0.0302300552;0;1;0.0656728582;35;0.0501003464;196.94355338;0.3112067806;-0.794483528;0;2015
001823;20151231;3640;609.2430;18.5610;2.5790;167.2100;300.2250;145.7350;0.0540;126.2010;692.2790;27.0760;4.7510;90.1000;0.0858;18.6410;25.5700;40.7100;2.215819796;6.4122172029;0.1548150738;0.2087410114;0.0305969868;0.2786884708;1;0.1301498384;36;0.0530655079;357.40218539;0.0304656763;-3.460215196;0.0001408385;2015
001837;20151231;4924;14754.0000;27.0000;1555.0000;3275.0000;3929.0000;-885.0000;244.0000;1201.0000;3941.0000;213.0000;175.0000;;0.0000;1027.0000;120.3770;63.8100;1.2543212939;9.5992695114;0.0385658127;-0.061813745;0.0696082418;0.3273688491;1;0;49;0.01330264;202.0260541;0.0018300122;-6.301600957;0;2015
001860;20150930;1381;4809.0110;113.9830;0.0000;1685.9460;2947.1700;472.2270;48.5620;779.4570;1395.8510;46.3970;74.7510;;0.0000;448.0190;64.6540;14.8100;0.5862674758;8.4782467287;0.1267925983;0.0744943191;0.0931623987;0.3505806079;1;0;13;0.0687633843;637.89147291;0.0237019628;-3.718210041;0;2015
001864;20150131;2860;456.9470;137.6970;0.0000;0.0000;349.9710;156.1880;0.0000;138.9040;572.2300;49.6490;2.0740;;0.0000;9.9270;7.8990;55.5100;1.1936821776;6.1245674104;0.1907901792;0.0404663998;0.0217246201;0;0;0;28;0.1594186108;281.99144253;0.3013412934;-0.840918876;0;2015
001878;20150131;7372;4913.8000;2026.4000;0.0000;747.2000;2219.2000;1271.2000;0.0000;268.8000;2512.2000;1.2000;;725.2000;0.1282;75.5000;227.0000;54.0050;3.0432119744;8.4998028522;;-0.153689609;0.0153648907;0.152061541;0;0.2886712841;73;0.0671478871;128.03670347;0.4123895966;-0.354095624;0.0000260919;2015
001891;20150630;7374;33110.5000;1665.9000;2.5000;9.2000;4808.5000;1695.5000;927.1000;2291.9000;10938.5000;694.2000;6.5000;595.4000;0.0002;158.8000;466.4000;80.2300;1.9849072651;10.407605732;0.0200570816;0.0008939762;0.0047960617;0.0003533622;1;0.0544315948;73;0.0671478871;128.03670347;0.0503133447;-2.937861749;7.3884534E-9;2015
001906;20151231;6552;742.0160;73.8460;47.4050;280.5780;301.6810;;0.0000;25.8640;517.9200;0.4360;28.2070;;0.1264;1.2090;22.3330;12.8100;0.9789825691;6.6093708063;-0.003745202;;0.0016293449;0.4420160751;0;0;65;0.0519744322;71.183897977;0.0995207651;-2.202560789;0.0001702908;2015
001913;20151231;2670;4133.7000;176.4000;95.3000;963.6000;965.7000;316.3000;133.1000;721.0000;5966.9000;134.5000;63.5000;91.1000;0.0000;135.8000;89.9680;62.6600;2.1301485062;8.3269281687;0.0943222779;0.0338437719;0.0328519244;0.2561627598;1;0.0152675594;26;0.0256976226;181.36753539;0.0426736338;-3.11056311;0;2015
001919;20150630;5065;10799.9530;932.5530;331.1150;1646.5010;4685.0210;4369.7770;87.3300;1065.7970;27924.6570;141.0520;95.6650;;0.0000;174.3740;135.4650;41.1100;1.0818471293;9.2872970613;0.0686808544;0.3182628665;0.016145811;0.1831133895;1;0;50;0.0285055789;55.21263162;0.0863478758;-2.359065687;0;2015
001920;20151231;2844;3879.5000;689.3000;55.2000;2159.6000;-1070.3000;146.0000;105.9000;476.3000;6160.5000;819.2000;120.5000;61.9000;0.0000;92.4000;435.5000;4.0500;1.730525841;8.2634615583;-0.146745715;-0.14004382;0.0238175023;0.5708983116;1;0.0100478857;28;0.1594186108;281.99144253;0.1776775358;-1.5321623;0;2015
001926;20150228;3640;936.9140;22.5270;21.8660;315.9820;420.0520;149.4920;14.8970;144.7660;816.6870;25.1870;16.5610;;0.0123;29.3770;25.7320;45.4200;1.7991079651;6.8425914957;0.0940545237;0.1355140386;0.0313550657;0.3605965969;1;0;36;0.0530655079;357.40218539;0.024043829;-3.703539306;0.0000131213;2015
001932;20151231;2111;46472.0190;2946.2510;3236.7470;21832.9270;7216.6920;1191.4760;;7896.4830;19654.9430;1965.6420;893.6080;;0.0156;712.2320;932.0970;110.4500;3.0600228634;10.746605669;;-0.037759818;0.0153260395;0.5394573883;0;0;21;0.0180308296;805.76098321;0.063398386;-2.692819616;3.3661866E-7;2015
001949;20150930;6798;835.8790;35.3510;7.6330;596.2050;122.6550;;0.0000;;82.4970;0.0000;27.1620;0.0000;0.0000;0.0000;13.4280;7.0900;0.9671597444;6.7284838658;;;0;0.7223988161;0;0;67;0.0898624057;65.515246222;0.0422920064;-3.119944829;0;2015
001968;20151231;3824;355.4800;8.1630;71.3600;0.0000;232.2750;44.7840;11.2590;70.3680;377.6980;15.2140;1.2170;10.6000;0.0054;19.7660;14.5250;58.5900;2.7405894846;5.8734689889;0.1200573872;0.1030184539;0.0556036908;0.2007426578;1;0.0280647501;38;0.0632957265;93.014844652;0.0229633172;-3.750626159;0.0000150911;2015
001976;20151231;1381;24080.0000;2324.0000;151.0000;3890.0000;16298.0000;6493.0000;297.0000;1819.0000;15742.0000;-639.0000;217.0000;347.0000;0.0000;965.0000;437.0000;46.1500;1.160695598;10.089136899;0.080730897;0.1731312292;0.0400747508;0.1678156146;1;0.0220429424;13;0.0687633843;637.89147291;0.0965116279;-2.236599743;0;2015
001979;20151231;2834;881.2230;84.7950;35.0000;262.5000;463.7050;117.7090;10.7270;135.1040;552.4920;27.3410;6.5930;5.9900;;41.3000;31.5270;60.8000;2.6489998559;6.7813107154;0.1026334991;0.0373503642;0.0468666841;0.3375989959;1;0.0108417859;28;0.1594186108;281.99144253;0.0962242247;-2.239900151;;2015
001982;20151231;6331;1085.7710;149.9450;20.0000;0.0000;394.4980;;15.0030;40.6760;281.9620;10.6690;;;0.0000;7.6620;15.0260;24.0300;0.9692170633;6.9900456127;;;0.0070567366;0.0184200904;1;0;63;0.0233668766;856.47686929;0.1381000229;-1.831161002;0;2015
001982;20151231;6331;1085.7710;149.9450;20.0000;0.0000;394.4980;;15.0030;40.6760;281.9620;10.6690;;;0.0000;7.6620;15.0260;24.0300;0.9692170633;6.9900456127;;;0.0070567366;0.0184200904;1;0;63;0.0233668766;856.47686929;0.1381000229;-1.831161002;0;2015
001988;20151231;3411;9777.0000;224.0000;77.3000;5054.2000;1251.3000;42.4000;70.3000;1085.4000;7997.0000;47.0000;143.2000;26.0000;0.0030;527.9000;142.2890;72.7300;1.9304877744;9.1877879675;0.0843714841;-0.018574205;0.0539940677;0.5248542498;1;0.0032512192;34;0.034690927;59.712920377;0.0229109134;-3.752964468;3.0442601E-7;2015
002002;20151231;6020;35769.5340;2543.7660;1016.8790;1416.7750;5105.3240;;31.0760;1062.5290;2122.5550;-495.1720;;;-0.0200;62.6560;103.6190;28.3400;0.9393684709;10.484851804;;;0.0017516583;0.0680370619;1;0;60;0.0187928862;715.68214687;0.0711154358;-2.569680059;-5.580708E-7;2015
002005;20151231;6020;15455.0160;755.7210;136.0900;745.8860;1116.2600;;78.3670;337.9830;619.3480;70.4980;;;0.0000;14.1300;43.2820;62.9000;1.1039259875;9.6456888898;;;0.0009142663;0.0570672978;1;0;60;0.0187928862;715.68214687;0.0488981053;-2.967882552;0;2015
002019;20151231;6020;393780.0000;159259.0000;17975.0000;19097.0000;38037.0000;;762.0000;8317.0000;15494.0000;1013.0000;;;0.0000;601.0000;1085.3430;41.2200;1.0170167059;12.883547657;;;0.0015262329;0.0941439382;1;0;60;0.0187928862;715.68214687;0.4044364874;-0.387013328;5.804104E-11;2015
002044;20151231;3841;4942.9000;1030.9000;250.2000;1147.8000;1455.3000;831.4000;70.6000;1048.1000;3416.0000;214.0000;44.9000;259.2000;0.0197;102.9000;73.6970;189.4400;3.5300652815;8.5057074825;0.1453802424;-0.040360922;0.0208177386;0.2828299177;1;0.0758782201;38;0.0632957265;93.014844652;0.2085617755;-1.333616545;3.9865325E-6;2015
