GVKEY;DATADATE;SIC;AT;CHE;DLC;DLTT;SEQ;WCAP;DVC;OIBDP;SALE;TXT;XINT;XRD;AQC;CAPX;CSHO;PRCC_F;market_to_book;log_firm_size;cf;nwc;capex;leverage;div;rd_to_sales;sic_2;ind_cf_vol;ind_cf_no_level_vol;cash;log_cash;aqc_to_asset;year
021739;20151231;8731;2228.7430;126.1250;0.0000;889.5140;702.7220;43.7960;0.0000;242.9020;1613.8830;30.0040;61.7470;;0.0002;32.8140;60.2450;45.2700;1.9083905816;7.7091930284;0.0678189455;-0.036939656;0.0147230973;0.3991101711;0;0;87;0.0502293603;48.621073001;0.0565901946;-2.813665035;1.0931502E-7;2015
021743;20150331;3674;110.0890;29.5360;0.0000;0.0000;108.3280;35.4340;10.0000;20.1860;30.5840;7.0720;0.0000;3.0000;0.0000;0.1850;4.8580;68.9200;3.0572932809;4.7012891296;0.0282862048;0.0535748349;0.0016804585;0;1;0.0980905048;36;0.0530655079;357.40218539;0.2682920183;-1.003305495;0;2015
021761;20150630;7372;2518.5000;408.2000;13.0000;971.1000;770.2000;386.8000;58.2000;437.6000;2063.5000;113.6000;28.8000;;0.0145;44.0000;160.2000;53.9800;4.1278125869;7.8314187652;0.0941036331;-0.008497121;0.0174707167;0.3907484614;1;0;73;0.0671478871;128.03670347;0.1620806035;-1.642828146;5.7702838E-6;2015
021777;20151231;3841;778.7280;4.1770;10.0000;197.5930;466.1030;116.0930;0.0000;76.8480;542.1490;7.3980;6.2290;41.8100;0.0159;50.9590;44.2670;18.5900;1.4582094518;6.6576618193;0.081184958;0.1437164196;0.0654387668;0.2665796016;0;0.0771190208;38;0.0632957265;93.014844652;0.0053638754;-5.222690221;0.0000203952;2015
021798;20151231;2040;113.0980;11.2790;0.0000;0.0000;103.9500;16.2450;;;116.1860;0.0580;0.4550;;0.0000;32.0410;33.5130;8.4900;2.5966274382;4.7282546995;;0.0439088224;0.2833029762;0;0;0;20;0.0427437163;220.10805184;0.0997276698;-2.200254138;0;2015
021801;20151231;5040;4793.8000;136.3000;92.8000;1896.2000;1375.2000;413.9000;0.0000;449.6000;4318.8000;75.8000;103.0000;0.0000;0.0123;40.9000;131.4000;28.3100;1.4891180275;8.4750786953;0.0564896324;0.0579081313;0.0085318536;0.4149109266;0;0;50;0.0285055789;55.21263162;0.0284325587;-3.531375764;2.5717435E-6;2015
021802;20151231;2836;67.5380;65.2630;0.0000;0.0000;63.4050;62.4750;0.0000;-20.8130;0.0000;0.0000;0.0000;12.3810;0.0000;0.1980;16.5020;15.5100;3.85085463;4.2126904024;-0.308167254;-0.041280464;0.0029316829;0;0;;28;0.1594186108;281.99144253;0.9663152596;3.3564452077;0;2015
021808;20151231;7990;1325.0080;83.5490;4.5240;861.7130;270.6670;10.4690;;128.3970;719.7840;-69.5800;61.5580;0.0000;;;46.4450;11.0000;1.1813030563;7.1891737761;;-0.055154384;;0.6537598264;0;0;79;0.040212435;153.45291094;0.0630554683;-2.698609294;;2015
021815;20151231;6036;1691.3130;105.2770;29.3170;134.6870;268.0380;;0.0000;47.8680;116.9400;8.4210;;;0.0754;2.4370;18.0180;16.5000;1.0172995773;7.4332604293;;;0.0014408924;0.09696845;0;0;60;0.0187928862;715.68214687;0.0622457227;-2.712398129;0.0000446038;2015
021816;20151231;7370;2929.0000;167.0000;74.0000;2387.0000;-357.0000;-114.0000;37.0000;511.0000;2221.0000;27.0000;152.0000;;0.0225;106.0000;123.6310;12.9000;1.6663843974;7.9824163468;0.1007169682;-0.09593718;0.0361898259;0.8402185046;1;0;73;0.0671478871;128.03670347;0.0570160464;-2.805716522;7.6931676E-6;2015
021825;20151231;6020;138208.0000;3441.0000;3432.0000;9886.0000;19646.0000;;214.0000;2310.0000;5276.0000;423.0000;;;0.0000;121.0000;527.7740;26.1900;0.9578635177;11.836515076;;;0.000875492;0.0963620051;1;0;60;0.0187928862;715.68214687;0.0248972563;-3.667785235;0;2015
021828;20150131;5621;1061.5060;207.7110;0.0000;;510.6780;269.4100;0.0000;240.2470;2533.4600;42.6350;;0.0000;0.0000;108.2840;45.7190;33.1000;1.9445268326;6.9674439335;;0.0581240238;0.1020097861;0;0;0;56;0.0442228268;137.52028823;0.1956757663;-1.413543428;0;2015
021841;20151231;2836;212.3840;158.2860;0.0000;0.0000;-6.2070;91.3680;0.0000;-216.8160;30.0410;0.0000;0.0330;213.0620;0.0000;6.1640;39.0060;22.9600;5.2460108106;5.358395957;-0.968816301;-0.315080232;0.0290229019;0;0;7.0923737559;28;0.1594186108;281.99144253;0.7452821305;1.0736063067;0;2015
021845;20151231;3714;3177.1850;168.1560;15.1930;1869.2350;636.1380;349.9680;18.5170;495.6140;3047.2550;48.0640;109.1550;;0.0000;226.3130;67.8660;18.3400;1.1915294325;8.0637508636;0.1006796897;0.057224241;0.0712306649;0.5931124565;1;0;37;0.0458247768;878.20751255;0.0529260965;-2.884480594;0;2015
021847;20151231;7370;220.3790;104.5520;0.5420;0.2770;121.7080;54.4470;0.0000;-39.0780;181.9430;0.4120;0.1850;32.4570;0.0027;8.4270;34.3130;56.3100;8.9151037484;5.3953487914;-0.180030765;-0.227358324;0.0382386707;0.0037163251;0;0.1783910346;73;0.0671478871;128.03670347;0.474419069;-0.102413143;0.0000123541;2015
021864;20150930;7373;11787.2700;305.2620;230.9060;1896.1810;6082.1690;-142.2570;0.0000;1790.8940;10287.0960;350.9920;87.0180;;0.0000;122.4920;309.0460;48.3500;1.751675757;9.3747754146;0.1147750073;-0.037966298;0.0103918889;0.1804562889;0;0;73;0.0671478871;128.03670347;0.0258975997;-3.627366143;0;2015
021895;20151231;4922;9162.0000;78.9000;57.1000;630.9000;1258.5000;-7.2000;43.4000;625.1000;1331.8000;23.9000;28.2000;;0.0000;1106.6000;100.6460;17.4800;1.05465969;9.1228197744;0.0578039729;-0.009397511;0.1207814888;0.0750927745;1;0;49;0.01330264;202.0260541;0.0086116568;-4.745989595;0;2015
021898;20150331;5661;326.7040;1.4480;17.9430;72.5040;142.4220;58.7860;41.3000;45.5070;402.6840;8.4660;9.5910;0.0000;0.0000;14.0740;25.8240;23.9200;2.4547972477;5.7890545622;-0.042393114;0.1755044321;0.0430787502;0.2768469318;1;0;56;0.0442228268;137.52028823;0.0044321465;-5.414429271;0;2015
021899;20151231;4922;407.0450;7.7600;0.0000;152.1160;243.5490;8.2570;;10.9270;33.2190;0.0000;2.4050;;0.0000;238.8300;40.0000;12.9300;1.6722868479;6.0089237444;;0.0012209952;0.2882243588;0.3737080667;0;0;49;0.01330264;202.0260541;0.0190642312;-3.940693113;0;2015
021901;20151231;2836;470.5740;181.1710;0.0000;97.0420;177.5540;133.3830;0.0000;-71.9460;180.8280;0.2420;11.0330;214.0890;0.0000;1.9770;61.9850;30.4700;4.6362590156;6.1539532261;-0.176849975;-0.101552572;0.0042012521;0.2062204882;0;1.1839372221;28;0.1594186108;281.99144253;0.3850000213;-0.468378844;0;2015
021916;20151231;3845;291.1830;193.6700;0.0000;19.7400;234.5920;246.2420;0.0000;-61.7530;69.6060;1.1660;2.7320;21.3820;0.0000;5.0080;28.1440;67.5100;6.7194597212;5.6739519355;-0.225463025;0.1805462544;0.0171988062;0.0677924192;0;0.3071861621;38;0.0632957265;93.014844652;0.6651143782;0.6861699773;0;2015
021918;20151231;4922;4125.2000;35.0000;5.9000;300.8000;1502.6000;35.8000;49.5000;234.0000;369.6000;2.1000;2.6000;;0.0000;1282.1000;77.6870;30.6600;1.2131492825;8.3248697824;0.0435857655;0.00019393;0.2882243588;0.0743479104;1;0;49;0.01330264;202.0260541;0.0084844371;-4.761001086;0;2015
021946;20151231;4412;480.5680;37.8340;0.6430;197.1760;279.3140;41.7820;;60.5500;83.3620;0.0000;10.8300;;0.0000;72.2520;20.2790;11.4700;0.9027944641;6.1749687376;;0.0082152786;0.1503470893;0.4116358143;0;0;44;0.0274936083;94.922997736;0.0787276723;-2.459760969;0;2015
021999;20151231;7370;82.6890;5.4240;1.4410;46.9640;-31.1800;-31.2230;;3.5560;95.8470;0.0510;5.6650;22.7180;0.0000;1.3170;21.9060;3.6100;2.3334380631;4.4150865823;;-0.443190751;0.0159271487;0.5853862061;0;0.2370235897;73;0.0671478871;128.03670347;0.0655951819;-2.656407521;0;2015
022000;20151231;7370;143.8950;76.1700;1.8260;21.1560;25.7190;13.7940;0.0350;-39.2730;145.2720;-0.0070;2.0250;50.4660;0.0000;1.8430;40.9490;17.5700;5.8212580701;4.9690838669;-0.287195525;-0.433482748;0.0128079502;0.1597136801;1;0.3473897241;73;0.0671478871;128.03670347;0.5293443136;0.1175122964;0;2015
022025;20151231;6798;3017.4590;136.5750;0.0000;2151.3170;767.3250;;55.0430;83.2120;388.4780;-3.6550;75.0210;;0.0000;0.0000;85.4480;9.8600;1.0249190726;8.0121703655;-0.014315687;;0;0.7129564975;1;0;67;0.0898624057;65.515246222;0.0452615926;-3.048978556;0;2015
022037;20151231;3842;140.8050;112.8010;0.0000;0.0000;118.8710;118.6090;;;38.1060;0.0000;3.0970;7.1990;;;;5.9200;;4.9473759545;;0.0412485352;;0;0;0.18892038;38;0.0632957265;93.014844652;0.8011150172;1.3932778472;;2015
022039;20151231;8731;1211.2190;85.4630;29.8040;472.0350;217.4340;-52.5460;0.0000;208.0490;1399.2390;13.9270;15.6400;;;21.1110;53.8710;48.5100;2.9780470831;7.0993825695;0.1473573317;-0.113942235;0.0174295482;0.4143255679;0;0;87;0.0502293603;48.621073001;0.0705594942;-2.578126555;;2015
022082;20151231;6794;33.3620;17.1780;0.4520;0.1300;20.6790;11.5380;;-7.6540;13.8350;-0.2360;0.0150;;;;12.5360;5.9700;2.623431449;3.5074175277;;-0.169054613;;0.0174449973;0;0;67;0.0898624057;65.515246222;0.5148971884;0.0596063955;;2015
022086;20151231;6020;11772.8690;273.0530;633.5220;861.4160;1665.5030;;38.5150;329.6580;551.5340;70.1160;;;0.0000;19.8310;66.2810;25.7000;1.0032208547;9.3735529259;;;0.0016844662;0.1269816219;1;0;60;0.0187928862;715.68214687;0.0231934119;-3.740420399;0;2015
022124;20151231;6519;383.7560;1.9840;0.0000;233.0000;133.3550;;10.7970;17.0180;27.7880;0.0000;8.3980;;0.0000;135.1520;14.9550;14.6400;1.2230224413;5.950006934;-0.005672875;;0.2882243588;0.6071566308;1;0;65;0.0519744322;71.183897977;0.0051699517;-5.259708563;0;2015
022134;20151231;2851;5854.2000;487.7000;50.1000;3391.4000;1073.7000;1035.7000;0.0000;784.3000;4113.3000;63.3000;196.5000;51.7000;0.0051;138.1000;237.9000;26.6500;1.8995823511;8.6749146313;0.0895937959;0.0936080079;0.0235899013;0.5878685388;0;0.0125689835;28;0.1594186108;281.99144253;0.0833077107;-2.398230743;8.6368743E-7;2015
022164;20151231;7370;542.1570;469.4690;0.0000;0.0000;468.3860;431.8920;;11.5470;133.9880;0.0920;0.0000;23.2650;0.0000;12.8100;191.8760;16.0200;5.8057435761;6.2955556274;;-0.069310181;0.0236278421;0;0;0.1736349524;73;0.0671478871;128.03670347;0.8659281352;1.8654259598;0;2015
022165;20151231;6159;749.2520;198.2850;69.0460;313.7660;322.8130;;0.0000;4.9620;254.7670;0.0000;0.3060;;0.0000;17.8890;70.0600;10.3000;1.5322708515;6.6190753755;0.0062141976;;0.0238758121;0.5109255631;0;0;61;0.0234358266;1353.7764839;0.2646439382;-1.021969527;0;2015
022178;20151231;7372;212.0190;94.3010;0.0000;0.0000;67.5910;29.0440;;-169.7500;121.9440;0.4320;0.0000;66.6450;0.0167;12.8390;45.6920;21.9000;5.4008499238;5.3566758933;;-0.307788453;0.0605558936;0;0;0.5465213541;73;0.0671478871;128.03670347;0.4447761757;-0.22180014;0.0000787728;2015
022180;20151231;3714;99.9210;0.7270;2.5190;28.6940;48.0130;23.0470;;15.0430;143.3100;2.3140;2.3680;;0.1196;3.5660;9.5920;12.3600;1.7059989392;4.6043798738;;0.2233764674;0.0356881937;0.3123767777;0;0;37;0.0458247768;878.20751255;0.0072757478;-4.91590633;0.0011965899;2015
022182;20150331;7370;264.7110;200.7600;0.0000;0.0000;214.8700;174.8070;0.0000;-40.8010;110.3910;-0.0850;0.1040;24.0240;0.0085;21.6450;47.1170;34.7000;6.3646803495;5.5786386648;-0.154205908;-0.098042771;0.0817684191;0;0;0.2176264369;73;0.0671478871;128.03670347;0.758412004;1.1439929997;0.0000322811;2015
022207;20151231;7363;1266.8350;29.7810;2.2670;243.3970;535.5730;322.3820;0.0000;144.8200;2695.6800;25.2000;4.1600;;0.0533;18.3940;42.0240;25.7600;1.4317572849;7.144276943;0.0911405195;0.2309700948;0.0145196494;0.1939194923;0;0;73;0.0671478871;128.03670347;0.0235081917;-3.726617419;0.0000420595;2015
022230;20151231;2836;1445.1280;943.4110;0.4000;9.2940;1141.5330;832.1110;0.0000;-228.1470;18.2150;-2.7600;;205.1600;0.0537;28.1840;97.2470;43.9700;3.1689549922;7.2759531779;;-0.077017399;0.0195027707;0.0067080563;0;9.3397790055;28;0.1594186108;281.99144253;0.652821757;0.631465815;0.0000371893;2015
022260;20151231;8062;32744.0000;741.0000;233.0000;30255.0000;-7599.0000;3716.0000;0.0000;7845.0000;39678.0000;1261.0000;1665.0000;0.0000;0.0107;2375.0000;398.7390;67.6300;2.0556351872;10.396475018;0.1502259956;0.0908563401;0.0725323723;0.9311018813;0;0;80;0.0713741736;153.43965487;0.0226301002;-3.765584302;3.273736E-7;2015
022307;20151231;6726;;;;;;;;;;;;;;;13.4180;11.4600;;;;;;0;0;0;67;0.0898624057;65.515246222;;;;2015
022310;20151231;6726;;;;;;;;;;;;;;;32.1030;13.7400;;;;;;0;0;0;67;0.0898624057;65.515246222;;;;2015
022325;20150331;3674;4898.0650;3303.0610;576.0530;994.8390;2611.5940;2971.8450;306.1580;844.3720;2377.3440;91.8600;55.4310;525.7450;0.0000;29.6190;258.3400;42.3000;2.6978517027;8.4965955081;0.0798117216;-0.067621806;0.0060470819;0.3207168545;1;0.2211480543;36;0.0530655079;357.40218539;0.6743603852;0.7279733702;0;2015
022330;20151231;3841;153.9810;8.0720;0.0000;0.0000;141.0130;32.8810;0.0000;9.4660;84.5270;0.2790;0.2220;1.1740;0.0277;0.1710;10.5350;9.2000;0.7136594775;5.0368292182;0.0582214689;0.1611172807;0.0011105266;0;0;0.0138890532;38;0.0632957265;93.014844652;0.0524220521;-2.894581857;0.0001796699;2015
022373;20150930;3651;39.6720;19.5680;0.0000;0.0000;37.9490;25.6020;0.0000;1.4570;16.7840;-8.3470;0.0000;2.0290;0.0000;0.3450;32.8980;1.6700;1.4282783827;3.6806456492;0.2471264368;0.152097197;0.0086963097;0;0;0.1208889418;36;0.0530655079;357.40218539;0.4932446058;-0.027023221;0;2015
022447;20151231;2911;892.2610;168.5360;11.0000;155.3870;340.6110;166.7120;0.0000;87.9130;2066.3370;-16.7880;20.1560;;0.0721;22.3450;41.0100;23.5400;1.70020364;6.7937586907;0.0947536651;-0.002044245;0.0250431208;0.1864779476;0;0;29;0.0375348375;1726.9802059;0.1888864357;-1.457262109;0.0000808047;2015
022459;20151231;6798;1918.9310;178.0250;16.1190;1217.8640;437.9200;;79.1670;;319.3570;1.2940;57.4400;0.0000;0.0000;0.0000;99.2910;23.4500;1.9851599406;7.5595235391;;;0;0.6430575148;1;0;67;0.0898624057;65.515246222;0.0927730075;-2.280236956;0;2015
022461;20150331;3790;316.8460;41.2620;0.0000;0.0000;180.3720;122.7660;6.5000;22.0470;698.7560;1.2900;0.3530;24.3410;0.0266;22.1870;12.9500;36.3200;1.9151827702;5.7584158514;0.0438825171;0.2572353762;0.0700245545;0;1;0.0348347635;37;0.0458247768;878.20751255;0.1302273029;-1.898950503;0.0000839514;2015
022480;20151031;9995;100.2100;0.1530;0.0000;0.0000;95.0850;0.2250;0.0000;-0.2290;0.0000;0.0000;0.0000;;0.0000;0.0000;4.7230;9.7980;0.512932382;4.6072679841;-0.002285201;0.0007184912;0;0;0;0;99;0.0233052435;2324.8427303;0.0015267937;-6.483057381;0;2015
022515;20151231;6411;308.1540;27.5000;25.7640;101.0000;86.7150;-25.3870;;38.5920;209.7200;4.8710;;;;;27.0510;6.7100;1.3076293347;5.730599658;;-0.171625226;;0.4113657457;0;0;64;0.0158334209;129.49122845;0.0892410937;-2.322936589;;2015
022543;20150930;5812;48.2280;13.8090;2.6170;1.1040;36.6420;7.4700;0.0000;1.6640;44.0570;0.0000;0.0930;0.0000;0.3652;7.6330;12.2600;6.2500;1.8290412209;3.8759397653;0.0325744381;-0.131438169;0.1582690553;0.0771543502;0;0;58;0.0628405586;74.080080418;0.2863274446;-0.913288184;0.0011965899;2015
022548;20151031;6726;;;;;;;;;;;;;;;41.5760;15.2900;;;;;;0;0;0;67;0.0898624057;65.515246222;;;;2015
022555;20151231;6726;;;;;;;;;;;;;;;3.1250;7.5850;;;;;;0;0;0;67;0.0898624057;65.515246222;;;;2015
022590;20151231;2836;33.9500;29.3500;0.0000;0.0000;31.1280;28.8630;;;2.9320;0.2040;0.1850;8.2450;;;39.7600;2.2900;2.7650191458;3.524888854;;-0.014344624;;0;0;2.8120736698;28;0.1594186108;281.99144253;0.8645066274;1.8532362428;;2015
022603;20151231;1400;2396.1790;186.4050;21.7630;1303.2110;628.2650;258.0240;0.0000;264.5710;1432.2970;-18.2630;84.6290;;0.2128;88.9500;49.7460;20.0400;1.1538469538;7.7816306643;0.0827171092;0.0298888355;0.0371216007;0.552952847;0;0;14;0.0306304429;55.298887667;0.0777926023;-2.472723801;0.0000888272;2015
022629;20151231;6798;1663.6710;11.1530;61.4230;617.4660;678.1230;-51.6960;44.4720;91.2830;151.2030;0.9490;28.5540;0.0000;0.1036;0.0000;43.5650;18.5000;1.0768358047;7.4167818855;0.0104034992;-0.037777301;0;0.4080668594;1;0;67;0.0898624057;65.515246222;0.0067038495;-4.998346944;0.0000622877;2015
022632;20150630;2834;508.7660;213.8070;0.1350;0.8740;463.4130;326.4200;0.0000;236.0700;406.8370;77.4300;0.2070;30.3420;0.0823;31.6760;36.2650;59.4400;4.3260449794;6.2319881859;0.3114064226;0.2213453729;0.0622604498;0.00198323;0;0.0745802373;28;0.1594186108;281.99144253;0.4202462429;-0.321762625;0.0001617275;2015
022637;20150630;3270;77.5980;16.4700;15.1710;0.1390;46.6520;-3.9660;0.0000;15.0120;46.2300;2.8980;1.2980;;0.0000;0.5150;8.0000;6.0000;1.0173715817;4.3515416537;0.1393850357;-0.263357303;0.006636769;0.1972988995;0;0;32;0.0558008104;203.54197233;0.2122477383;-1.311429482;0;2015
022653;20150331;3480;2573.1240;263.9510;17.5000;332.5000;1648.7640;757.1490;;328.5540;2083.4140;74.5180;30.1080;9.5180;0.0000;43.1890;63.7870;42.8200;1.4207318963;7.8528760039;;0.1916728459;0.0167846555;0.1360214276;0;0.0045684631;34;0.034690927;59.712920377;0.1025799767;-2.168881251;0;2015
022667;20151231;3845;87.3610;66.7580;0.0000;20.0000;57.5960;73.8220;0.0000;-14.8510;61.5700;0.0000;2.2470;5.3870;0.0000;3.4020;18.7940;16.8600;3.9678098923;4.4700489588;-0.195716624;0.0808598803;0.0389418619;0.2289351083;0;0.0874939094;38;0.0632957265;93.014844652;0.7641624981;1.175637444;0;2015
022674;20151231;6798;912.0470;9.9120;2.8570;235.3450;377.2630;;13.0510;;71.3780;0.0000;4.9720;;0.0000;0.0000;24.1680;17.1800;1.0416022858;6.8156915238;;;0;0.2611729439;1;0;67;0.0898624057;65.515246222;0.010867861;-4.511018032;0;2015
022697;20151231;2836;53.5220;52.1560;1.3780;7.4640;30.9780;39.1310;0.0000;-23.4160;7.9040;0.0000;0.9230;25.6800;0.0000;0.1270;12.1760;9.2400;2.5232659467;3.9800927843;-0.45474758;-0.243357872;0.002372856;0.1652030941;0;3.2489878543;28;0.1594186108;281.99144253;0.9744777848;3.6423524664;0;2015
022704;20151231;3845;54.1040;43.0590;0.0000;29.5650;15.5890;43.5760;;-39.3900;10.7130;0.0000;5.1670;15.6940;;;12.6210;22.7100;6.0094985583;3.9909081203;;0.0095556706;;0.5464475824;0;1.4649491272;38;0.0632957265;93.014844652;0.7958561289;1.3605934314;;2015
022708;20151231;7370;1112.8770;728.1640;15.1090;266.5460;739.1560;776.4770;0.0000;143.5100;437.2710;48.6480;4.4200;22.3290;0.1102;26.4370;151.7130;17.0000;2.6533408454;7.014703833;0.0812686398;0.0434127042;0.0237555453;0.2530872684;0;0.0510644429;73;0.0671478871;128.03670347;0.6543077088;0.6380286958;0.0000989854;2015
022709;20151231;2836;329.7730;293.5310;0.0000;0.0000;290.5380;289.4930;;;22.0640;0.0000;0.0000;46.0290;;;27.0730;45.3100;3.8387394662;5.798404539;;-0.012244787;;0;0;2.0861584482;28;0.1594186108;281.99144253;0.8901001598;2.0917645882;;2015
022715;20150630;2836;56.6720;52.0330;0.0000;0.0000;53.5780;52.9080;0.0000;-17.5570;0.0250;0.0000;0.0000;9.8450;0.0000;0.2940;11.4070;4.9700;1.0549617095;4.0372802616;-0.309800254;0.0154397233;0.005187747;0;0;9.3397790055;28;0.1594186108;281.99144253;0.9181429983;2.4173793069;0;2015
022717;20151231;6020;2816.8010;103.8330;117.0030;13.4680;286.5190;;14.2480;75.6760;132.9730;16.9330;;;0.0000;3.4590;14.9190;37.7900;1.0984343622;7.9433571229;;;0.0012279888;0.046318856;1;0;60;0.0187928862;715.68214687;0.0368620289;-3.263014678;0;2015
022731;20150930;4213;59.5260;0.0000;0.7730;0.0000;37.2020;-0.3070;0.0000;15.9040;122.8820;2.1350;0.1120;;0.0000;9.9050;3.2730;24.0500;1.6974036555;4.0864131919;0.229429157;-0.00515741;0.1663978766;0.0129859221;0;0;42;0.0424794756;167.20632331;0;;0;2015
022734;20151231;2836;12329.0000;1001.0000;3.0000;5265.0000;3924.0000;2797.0000;95.0000;1711.0000;6148.0000;270.0000;95.0000;1176.0000;0.0943;1216.0000;679.2880;39.0300;2.8321527001;9.4197094899;0.1014680834;0.145672804;0.0986292481;0.4272852624;1;0.1912817176;28;0.1594186108;281.99144253;0.0811906886;-2.426278037;7.6511023E-6;2015
022741;20151231;2860;6298.0000;366.0000;39.0000;3915.0000;126.0000;835.0000;105.0000;511.0000;5717.0000;-98.0000;153.0000;97.0000;0.0000;519.0000;181.0700;5.3600;1.1340957764;8.7479874017;0.0557319784;0.0744680851;0.0824071134;0.627818355;1;0.0169669407;28;0.1594186108;281.99144253;0.0581136869;-2.78548337;0;2015
022761;20150331;3825;9.8840;0.1860;0.4040;0.9630;3.6400;2.5990;0.0000;0.5080;18.1960;-0.0790;0.3370;1.9610;0.0000;0.0110;3.2570;6.4200;2.747262242;2.2909172881;0.0252934035;0.2441319304;0.0011129098;0.1383043302;0;0.1077709387;38;0.0632957265;93.014844652;0.0188182922;-3.953928284;0;2015
022772;20150331;3621;24.8020;6.5860;0.0000;0.0000;22.3290;15.6050;0.0000;-5.7980;5.9170;0.0000;0.0000;1.1310;0.0000;0.5590;40.0000;1.1000;1.8737601806;3.2109242951;-0.23377147;0.363640029;0.022538505;0;0;0.1911441609;36;0.0530655079;357.40218539;0.2655431014;-1.017354145;0;2015
022797;20150331;7381;36.5870;2.4360;7.1610;0.0000;20.5740;13.6560;0.0000;2.5310;139.1850;0.9800;0.1550;;0.0000;0.1460;9.7320;1.9300;0.9510416268;3.5996929861;0.038155629;0.3066663022;0.0039904884;0.1957252576;0;0;73;0.0671478871;128.03670347;0.066581026;-2.640434518;0;2015
022815;20151231;3829;3680.7000;116.0000;118.3000;611.4000;2219.7000;137.5000;0.0000;376.5000;2290.4000;31.1000;25.6000;336.7000;0.0425;43.9000;250.7000;21.4500;1.8579387073;8.2108582305;0.0868856468;0.0058412802;0.0119270791;0.1982503328;0;0.14700489;38;0.0632957265;93.014844652;0.0315157443;-3.425244987;0.0000115371;2015
022817;20150930;3060;37.4720;4.1060;0.0000;0.0000;33.1330;17.3610;0.0000;7.1120;32.6050;2.3410;;0.2200;0.0000;0.1350;29.0090;1.5800;1.3389522844;3.6235939874;;0.3537307857;0.00360269;0;0;0.0067474314;30;0.027018306;126.03280814;0.1095751494;-2.095088099;0;2015
022827;20151231;6726;;;;;;;;;;;;;;;7.4490;15.2500;;;;;;0;0;0;67;0.0898624057;65.515246222;;;;2015
022853;20151231;6798;615.3790;30.8340;104.5330;270.5800;227.8020;;;37.2930;48.9670;0.0020;11.4990;0.0000;;;15.3020;12.1200;0.9311940121;6.4222383382;;;;0.6095641873;0;0;67;0.0898624057;65.515246222;0.0501057072;-2.94221579;;2015
022867;20151231;8071;156.6760;127.0180;3.1240;7.0800;138.3760;120.4330;;;8.3780;0.0000;0.2110;42.8060;;;31.9240;8.2100;1.7896553397;5.0541799787;;-0.042029411;;0.0651280349;0;5.1093339699;80;0.0713741736;153.43965487;0.8107048942;1.4545969051;;2015
022868;20151231;6020;1162.3170;35.3700;0.0000;87.6170;94.8190;;;18.0050;44.8990;3.1410;;;;;10.3060;14.3700;1.0458379427;7.0581707057;;;;0.0753813288;0;0;60;0.0187928862;715.68214687;0.0304305968;-3.461403482;;2015
022964;20150930;2836;10.0620;2.1080;0.0000;0.0000;5.9460;6.6710;0.0000;-12.3450;0.0000;0.0000;0.1040;5.8910;0.0000;0.2120;22.6290;8.3500;8.9151037484;2.3087659521;-0.968816301;0.4534883721;0.0210693699;0;0;;28;0.1594186108;281.99144253;0.2095010932;-1.327935316;0;2015
022975;20150630;6036;937.5460;45.0300;0.0000;90.0330;190.6810;;0.0000;11.8410;32.1940;-0.3540;;;0.0000;1.2660;12.1650;12.4700;0.9584196935;6.8432658233;;;0.0013503337;0.0960304881;0;0;60;0.0187928862;715.68214687;0.0480296433;-2.986715506;0;2015
022983;20151231;6798;3005.9450;199.4460;0.0000;1094.5360;1727.4290;;93.5760;;976.1440;6.2950;50.8160;;0.0000;0.0000;111.6710;15.3300;0.99483937;8.0083472734;;;0;0.3641237614;1;0;67;0.0898624057;65.515246222;0.0663505154;-2.644149555;0;2015
023027;20151231;8742;387.5070;171.5930;0.0000;0.0000;262.8040;192.3120;16.3580;74.4120;312.8320;27.5340;0.0000;;0.0000;5.3790;25.7200;49.9500;3.6371394581;5.9597339131;0.0787598676;0.0534674212;0.0138810396;0;1;0;87;0.0502293603;48.621073001;0.442812646;-0.229754787;0;2015
023035;20151231;7370;107.2860;43.0040;31.2250;0.0000;51.7330;32.9880;;-14.3070;140.1270;0.0000;2.5550;23.4440;0.0000;14.9590;26.2440;1.7100;0.9360982794;4.6754981658;;-0.09335794;0.1394310534;0.2910444979;0;0.167305373;73;0.0671478871;128.03670347;0.4008351509;-0.40198652;0;2015
023048;20150731;6726;;;;;;;;;;;;;;;6.7730;12.1109;;;;;;0;0;0;67;0.0898624057;65.515246222;;;;2015
023071;20151231;7370;3498.8000;352.5000;16.3000;1064.4000;425.8000;-419.7000;0.0000;165.0000;1607.3000;-0.2000;69.2000;270.2000;0.0189;55.8000;67.0830;32.0600;1.492992163;8.1601753315;0.0274379787;-0.220704241;0.0159483251;0.3088773294;0;0.1681080072;73;0.0671478871;128.03670347;0.1007488282;-2.188931816;5.4077892E-6;2015
023072;20151231;4922;2634.2670;350.8150;304.4960;669.0610;-1204.5090;57.6590;40.2950;487.3920;614.1340;25.7700;47.0640;;0.2224;408.9550;266.1650;20.7600;3.5548262192;7.8763602439;0.1420748163;-0.111285606;0.1552443241;0.3695741548;1;0;49;0.01330264;202.0260541;0.1331736684;-1.873184593;0.0000844121;2015
023077;20151231;6798;2542.6360;142.4980;21.4000;3483.8280;-1166.9060;;247.3610;;486.4630;0.7380;181.7970;;;;149.8620;18.6900;2.5605170304;7.8409566172;;;;1;1;0;67;0.0898624057;65.515246222;0.0560434132;-2.82395355;;2015
