Day;Date;Spot;Vol;Rate;Hedge;Rehedge_Value;Option_Value;Interpolated_Vol;Delta;Maturity;Forward;Hedge_Position;Stock_Position;Trading_Gain;Position_Value;Acc_Trading_Gain;Trades;Hedge_name;Scenario;Scenario_Group;Hedge_Type;Day_Type
0.25;2005-11-07;1.1812;9.2;0.02069725;1;1.1812;21814.78644;0.091996305;-490948.0517;0.25297619;1.187400878;200000;[(200000.0,_1.1874008780725624)];;21814.78644;0;1;200k;scenario22;190;fix;First
0.25;2006-02-07;1.1967;8.775;0.021252723;1;1.1967;21081.08153;0.087746206;-491387.9017;0.25297619;1.203151304;200000;[(200000.0,_1.2031513042155635)];;21081.08153;0;1;200k;scenario23;190;fix;First
0.25;2006-07-31;1.2766;8.175;0.023517878;1;1.2766;20953.35229;0.081745801;-492025.5633;0.25297619;1.284217723;200000;[(200000.0,_1.2842177229125709)];;20953.35229;0;1;200k;scenario24;190;fix;First
0.25;2006-08-29;1.2779;8.125;0.021677639;1;1.2779;20845.40486;0.08124613;-492059.2566;0.25297619;1.28492716;200000;[(200000.0,_1.2849271603207484)];;20845.40486;0;1;200k;scenario25;190;fix;First
0.25;2006-11-29;1.3198;7.325;0.017196902;1;1.3198;19407.90385;0.07324693;-492836.4494;0.25297619;1.325554174;200000;[(200000.0,_1.3255541742604873)];;19407.90385;0;1;200k;scenario26;190;fix;First
0.25;2007-01-08;1.3006;6.475;0.016020518;1;1.3006;16906.90504;0.06474714;-493699.0447;0.25297619;1.30588178;200000;[(200000.0,_1.3058817799775742)];;16906.90504;0;1;200k;scenario27;190;fix;First
0.25;2007-02-15;1.313;5.95;0.015186422;1;1.313;15684.57907;0.059497288;-494231.8363;0.25297619;1.31805399;200000;[(200000.0,_1.31805398958174)];;15684.57907;0;1;200k;scenario28;190;fix;First
0.25;2007-04-16;1.3539;6.05;0.013828509;1;1.3539;16443.93463;0.060497531;-494110.5146;0.25297619;1.35864462;200000;[(200000.0,_1.3586446202416154)];;16443.93463;0;1;200k;scenario29;190;fix;First
0.25;1999-11-29;1.0154;11.35;0.027342029;1;1.0154;23135.01634;0.11349512;-488804.3581;0.25297619;1.022447748;200000;[(200000.0,_1.02244774844875)];;23135.01634;0;1;200k;scenario3;190;fix;First
0.25;2007-05-23;1.3448;5.525;0.013119612;1;1.3448;14916.44191;0.055247657;-494644.163;0.25297619;1.349270738;200000;[(200000.0,_1.3492707382127465)];;14916.44191;0;1;200k;scenario30;190;fix;First
0.25;2007-07-11;1.3747;5.725;0.010575787;1;1.3747;15798.09016;0.057248112;-494401.9905;0.25297619;1.378382827;200000;[(200000.0,_1.3783828274073386)];;15798.09016;0;1;200k;scenario31;190;fix;First
0.25;2010-02-15;1.3615;11.845;-0.00070094;1;1.3615;32354.3344;0.118450163;-488113.2968;0.25297619;1.361258599;200000;[(200000.0,_1.3612585986836179)];;32354.3344;0;1;200k;scenario32;190;fix;First
0.25;2012-04-05;1.3142;10.6675;0.002485462;1;1.3142;28128.4409;0.106674556;-489317.2218;0.25297619;1.31502658;200000;[(200000.0,_1.3150265797853322)];;28128.4409;0;1;200k;scenario33;190;fix;First
0.25;2012-09-14;1.2991;8.97;0.003103027;1;1.2991;23382.08383;0.089699446;-491028.6582;0.25297619;1.300120183;200000;[(200000.0,_1.300120183406965)];;23382.08383;0;1;200k;scenario34;190;fix;First
0.25;2013-04-10;1.3083;8.09;0.002388568;1;1.3083;21237.61379;0.080899574;-491907.3377;0.25297619;1.30909078;200000;[(200000.0,_1.3090907802560035)];;21237.61379;0;1;200k;scenario35;190;fix;First
0.25;2013-07-26;1.3277;7.8525;0.001313056;1;1.3277;20919.26896;0.078524766;-492135.4757;0.25297619;1.328141098;200000;[(200000.0,_1.3281410978940607)];;20919.26896;0;1;200k;scenario36;190;fix;First
0.25;2013-09-19;1.3521;7.39;0.000995033;1;1.3521;20048.95627;0.073899822;-492596.8372;0.25297619;1.352440393;200000;[(200000.0,_1.352440392989234)];;20048.95627;0;1;200k;scenario37;190;fix;First
0.25;2013-11-06;1.3474;7.5075;0.00052518;1;1.3474;20296.58887;0.075074906;-492473.8751;0.25297619;1.347579025;200000;[(200000.0,_1.3475790248095003)];;20296.58887;0;1;200k;scenario38;190;fix;First
0.25;2013-12-09;1.3706;7.195;-0.000324717;1;1.3706;19786.23938;0.071950076;-492778.2736;0.25297619;1.370487416;200000;[(200000.0,_1.3704874157694042)];;19786.23938;0;1;200k;scenario39;190;fix;First
0.25;2000-02-29;0.9708;13.75;0.025263116;1;0.9708;26790.71514;0.137495491;-486352.667;0.25297619;0.977024219;200000;[(200000.0,_0.9770242188160136)];;26790.71514;0;1;200k;scenario4;190;fix;First
0.25;2014-01-07;1.3629;7.05;-0.00019063;1;1.3629;19278.69247;0.070500044;-492925.1515;0.25297619;1.362834276;200000;[(200000.0,_1.3628342759350918)];;19278.69247;0;1;200k;scenario40;190;fix;First
0.25;2014-03-03;1.3779;6.885;8.85805E-05;1;1.3779;19034.9235;0.068849984;-493093.8121;0.25297619;1.377930877;200000;[(200000.0,_1.3779308773728376)];;19034.9235;0;1;200k;scenario41;190;fix;First
0.25;2014-04-01;1.3769;6.4525;-0.000599866;1;1.3769;17825.92496;0.06452514;-493519.3252;0.25297619;1.376691069;200000;[(200000.0,_1.3766910687785179)];;17825.92496;0;1;200k;scenario42;190;fix;First
0.25;2014-05-22;1.3687;5.9875;-0.000311841;1;1.3687;16443.04103;0.059875073;-493989.0142;0.25297619;1.36859203;200000;[(200000.0,_1.3685920297766514)];;16443.04103;0;1;200k;scenario43;190;fix;First
0.25;2014-06-20;1.3608;5.125;0.001082331;1;1.3608;13994.17517;0.051249807;-494874.9951;0.25297619;1.361172643;200000;[(200000.0,_1.361172643460052)];;13994.17517;0;1;200k;scenario44;190;fix;First
0.25;2014-11-03;1.2517;7.8225;0.002630936;1;1.2517;19647.25005;0.07822453;-492178.8965;0.25297619;1.252533364;200000;[(200000.0,_1.2525333639652498)];;19647.25005;0;1;200k;scenario45;190;fix;First
0.25;2015-01-28;1.1381;11.5325;0.003376128;1;1.1381;26334.36125;0.115324397;-488454.4422;0.25297619;1.139072444;200000;[(200000.0,_1.1390724436612285)];;26334.36125;0;1;200k;scenario46;190;fix;First
0.25;2015-09-11;1.128;11.0375;0.00632628;1;1.128;24982.29903;0.110373871;-488972.974;0.25297619;1.129806695;200000;[(200000.0,_1.1298066945154324)];;24982.29903;0;1;200k;scenario47;190;fix;First
0.25;2015-12-04;1.094;10.155;0.009463467;1;1.094;22294.34961;0.101548311;-489886.3286;0.25297619;1.096622208;200000;[(200000.0,_1.0966222083951849)];;22294.34961;0;1;200k;scenario48;190;fix;First
0.25;2016-01-04;1.0858;10;0.009723764;1;1.0858;21789.78335;0.099998264;-490044.9756;0.25297619;1.088474226;200000;[(200000.0,_1.0884742263346938)];;21789.78335;0;1;200k;scenario49;190;fix;First
0.25;2001-02-14;0.9206;12.75;0.00657721;1;0.9206;23551.00499;0.127498826;-487251.1275;0.25297619;0.922133041;200000;[(200000.0,_0.9221330406961983)];;23551.00499;0;1;200k;scenario5;190;fix;First
0.25;2001-04-17;0.8893;12.95;0.00020656;1;0.8893;23104.30025;0.129499963;-487011.1461;0.25297619;0.889346471;200000;[(200000.0,_0.8893464713739266)];;23104.30025;0;1;200k;scenario6;190;fix;First
0.25;2001-05-24;0.8567;11.3;-0.005495719;1;0.8567;19420.04186;0.11300128;-488626.1385;0.25297619;0.85550977;200000;[(200000.0,_0.8555097695075005)];;19420.04186;0;1;200k;scenario7;190;fix;First
0.25;2001-10-12;0.9026;11.35;-0.012611164;1;0.9026;20548.08344;0.113502937;-488526.6892;0.25297619;0.899725002;200000;[(200000.0,_0.8997250018800342)];;20548.08344;0;1;200k;scenario8;190;fix;First
0.25;2001-11-14;0.8809;10.875;-0.013536488;1;0.8809;19214.4361;0.108753152;-488992.5245;0.25297619;0.877888597;200000;[(200000.0,_0.8778885970458109)];;19214.4361;0;1;200k;scenario9;190;fix;First
0.25;1999-03-04;1.0874;9.45;0.019313499;1;1.0874;20627.08666;0.094496552;-490681.0723;0.25297619;1.092725879;200000;[(200000.0,_1.092725879307233)];;20627.08666;0;1;200k;scenario1;200;fix;First
0.25;2001-11-13;0.8936;10.825;-0.014133883;1;0.8936;19401.58782;0.108253292;-489037.8624;0.25297619;0.890410606;200000;[(200000.0,_0.8904106064328925)];;19401.58782;0;1;200k;scenario10;200;fix;First
0.25;2001-12-12;0.8927;10.6;-0.014741407;1;0.8927;18978.9165;0.106003433;-489256.8136;0.25297619;0.889377121;200000;[(200000.0,_0.8893771205892173)];;18978.9165;0;1;200k;scenario11;200;fix;First
0.25;2002-01-28;0.8651;10.425;-0.015184949;1;0.8651;18088.29245;0.104253536;-489427.1311;0.25297619;0.861783153;200000;[(200000.0,_0.8617831532277189)];;18088.29245;0;1;200k;scenario12;200;fix;First
0.25;2002-02-26;0.869;8.875;-0.015533762;1;0.869;15467.79449;0.088753618;-490958.6264;0.25297619;0.865591816;200000;[(200000.0,_0.8655918159972654)];;15467.79449;0;1;200k;scenario13;200;fix;First
0.25;2002-03-27;0.8767;8.45;-0.014435083;1;0.8767;14857.83955;0.084503362;-491388.2425;0.25297619;0.873504365;200000;[(200000.0,_0.8735043646404795)];;14857.83955;0;1;200k;scenario14;200;fix;First
0.25;2002-07-30;0.9815;11.025;-0.016495012;1;0.9815;21702.71531;0.110253841;-488822.2481;0.25297619;0.977412886;200000;[(200000.0,_0.9774128857188098)];;21702.71531;0;1;200k;scenario15;200;fix;First
0.25;2002-09-10;0.9797;10.775;-0.015477051;1;0.9797;21172.10731;0.107753604;-489077.6947;0.25297619;0.975871655;200000;[(200000.0,_0.9758716552023239)];;21172.10731;0;1;200k;scenario16;200;fix;First
0.25;2002-11-05;0.998;9.75;-0.016950423;1;0.998;19515.01045;0.097503948;-490081.9024;0.25297619;0.993729685;200000;[(200000.0,_0.9937296848824161)];;19515.01045;0;1;200k;scenario17;200;fix;First
0.25;2003-01-24;1.074;10.5;-0.014973268;1;1.074;22617.8373;0.105003487;-489354.321;0.25297619;1.069939512;200000;[(200000.0,_1.069939511737104)];;22617.8373;0;1;200k;scenario18;200;fix;First
0.25;2003-10-02;1.1718;11.275;-0.01031149;1;1.1718;26501.50676;0.112752401;-488617.4184;0.25297619;1.168747271;200000;[(200000.0,_1.1687472710297402)];;26501.50676;0;1;200k;scenario19;200;fix;First
0.25;1999-04-06;1.071;9.45;0.021289054;1;1.071;20316.98612;0.0944962;-490697.5545;0.25297619;1.076783563;200000;[(200000.0,_1.0767835631363845)];;20316.98612;0;1;200k;scenario2;200;fix;First
0.25;2004-09-01;1.2184;10.325;-0.003235619;1;1.2184;25237.7053;0.103250754;-489617.6257;0.25297619;1.217403106;200000;[(200000.0,_1.2174031055337482)];;25237.7053;0;1;200k;scenario20;200;fix;First
0.25;2005-03-25;1.294;8.775;0.009402712;1;1.294;22787.92643;0.087748321;-491281.4451;0.25297619;1.297081653;200000;[(200000.0,_1.2970816526192919)];;22787.92643;0;1;200k;scenario21;200;fix;First
0.25;2005-06-02;1.2178;9.375;0.012424993;1;1.2178;22913.509;0.093747782;-490699.6546;0.25297619;1.221633844;200000;[(200000.0,_1.2216338444886672)];;22913.509;0;1;200k;scenario22;200;fix;First
0.25;2005-09-26;1.2038;9.175;0.018729419;1;1.2038;22170.68674;0.091746656;-490956.7003;0.25297619;1.209517255;200000;[(200000.0,_1.2095172550097841)];;22170.68674;0;1;200k;scenario23;200;fix;First
0.25;2005-11-07;1.1812;9.2;0.02069725;1;1.1812;21814.78644;0.091996305;-490948.0517;0.25297619;1.187400878;200000;[(200000.0,_1.1874008780725624)];;21814.78644;0;1;200k;scenario24;200;fix;First
0.25;2006-02-07;1.1967;8.775;0.021252723;1;1.1967;21081.08153;0.087746206;-491387.9017;0.25297619;1.203151304;200000;[(200000.0,_1.2031513042155635)];;21081.08153;0;1;200k;scenario25;200;fix;First
0.25;2006-05-11;1.278;9.125;0.0233447;1;1.278;23411.83022;0.091245832;-491047.6064;0.25297619;1.285569755;200000;[(200000.0,_1.2855697550576115)];;23411.83022;0;1;200k;scenario26;200;fix;First
0.25;2006-07-31;1.2766;8.175;0.023517878;1;1.2766;20953.35229;0.081745801;-492025.5633;0.25297619;1.284217723;200000;[(200000.0,_1.2842177229125709)];;20953.35229;0;1;200k;scenario27;200;fix;First
0.25;2006-08-29;1.2779;8.125;0.021677639;1;1.2779;20845.40486;0.08124613;-492059.2566;0.25297619;1.28492716;200000;[(200000.0,_1.2849271603207484)];;20845.40486;0;1;200k;scenario28;200;fix;First
0.25;2006-11-29;1.3198;7.325;0.017196902;1;1.3198;19407.90385;0.07324693;-492836.4494;0.25297619;1.325554174;200000;[(200000.0,_1.3255541742604873)];;19407.90385;0;1;200k;scenario29;200;fix;First
0.25;1999-05-27;1.0445;8.85;0.025154752;1;1.0445;18558.98811;0.088495509;-491345.818;0.25297619;1.051167925;200000;[(200000.0,_1.0511679248028718)];;18558.98811;0;1;200k;scenario3;200;fix;First
0.25;2007-01-08;1.3006;6.475;0.016020518;1;1.3006;16906.90504;0.06474714;-493699.0447;0.25297619;1.30588178;200000;[(200000.0,_1.3058817799775742)];;16906.90504;0;1;200k;scenario30;200;fix;First
0.25;2007-02-15;1.313;5.95;0.015186422;1;1.313;15684.57907;0.059497288;-494231.8363;0.25297619;1.31805399;200000;[(200000.0,_1.31805398958174)];;15684.57907;0;1;200k;scenario31;200;fix;First
0.25;2007-04-16;1.3539;6.05;0.013828509;1;1.3539;16443.93463;0.060497531;-494110.5146;0.25297619;1.35864462;200000;[(200000.0,_1.3586446202416154)];;16443.93463;0;1;200k;scenario32;200;fix;First
0.25;2007-05-23;1.3448;5.525;0.013119612;1;1.3448;14916.44191;0.055247657;-494644.163;0.25297619;1.349270738;200000;[(200000.0,_1.3492707382127465)];;14916.44191;0;1;200k;scenario33;200;fix;First
0.25;2007-07-11;1.3747;5.725;0.010575787;1;1.3747;15798.09016;0.057248112;-494401.9905;0.25297619;1.378382827;200000;[(200000.0,_1.3783828274073386)];;15798.09016;0;1;200k;scenario34;200;fix;First
0.25;2010-02-15;1.3615;11.845;-0.00070094;1;1.3615;32354.3344;0.118450163;-488113.2968;0.25297619;1.361258599;200000;[(200000.0,_1.3612585986836179)];;32354.3344;0;1;200k;scenario35;200;fix;First
0.25;2010-08-16;1.2778;12.535;-0.001100433;1;1.2778;32133.38016;0.125350256;-487419.103;0.25297619;1.277444331;200000;[(200000.0,_1.2774443312660753)];;32133.38016;0;1;200k;scenario36;200;fix;First
0.25;2012-04-05;1.3142;10.6675;0.002485462;1;1.3142;28128.4409;0.106674556;-489317.2218;0.25297619;1.31502658;200000;[(200000.0,_1.3150265797853322)];;28128.4409;0;1;200k;scenario37;200;fix;First
0.25;2012-09-14;1.2991;8.97;0.003103027;1;1.2991;23382.08383;0.089699446;-491028.6582;0.25297619;1.300120183;200000;[(200000.0,_1.300120183406965)];;23382.08383;0;1;200k;scenario38;200;fix;First
0.25;2013-04-10;1.3083;8.09;0.002388568;1;1.3083;21237.61379;0.080899574;-491907.3377;0.25297619;1.30909078;200000;[(200000.0,_1.3090907802560035)];;21237.61379;0;1;200k;scenario39;200;fix;First
0.25;1999-11-25;1.0186;10.125;0.026844407;1;1.0186;20704.8245;0.101245208;-490051.9907;0.25297619;1.025540849;200000;[(200000.0,_1.0255408493053773)];;20704.8245;0;1;200k;scenario4;200;fix;First
0.25;2013-07-26;1.3277;7.8525;0.001313056;1;1.3277;20919.26896;0.078524766;-492135.4757;0.25297619;1.328141098;200000;[(200000.0,_1.3281410978940607)];;20919.26896;0;1;200k;scenario40;200;fix;First
0.25;2013-09-19;1.3521;7.39;0.000995033;1;1.3521;20048.95627;0.073899822;-492596.8372;0.25297619;1.352440393;200000;[(200000.0,_1.352440392989234)];;20048.95627;0;1;200k;scenario41;200;fix;First
0.25;2013-11-04;1.3489;7.4075;0.000612158;1;1.3489;20048.62306;0.074074891;-492575.1846;0.25297619;1.349108909;200000;[(200000.0,_1.3491089087163848)];;20048.62306;0;1;200k;scenario42;200;fix;First
0.25;2013-12-09;1.3706;7.195;-0.000324717;1;1.3706;19786.23938;0.071950076;-492778.2736;0.25297619;1.370487416;200000;[(200000.0,_1.3704874157694042)];;19786.23938;0;1;200k;scenario43;200;fix;First
0.25;2014-01-07;1.3629;7.05;-0.00019063;1;1.3629;19278.69247;0.070500044;-492925.1515;0.25297619;1.362834276;200000;[(200000.0,_1.3628342759350918)];;19278.69247;0;1;200k;scenario44;200;fix;First
0.25;2014-03-03;1.3779;6.885;8.85805E-05;1;1.3779;19034.9235;0.068849984;-493093.8121;0.25297619;1.377930877;200000;[(200000.0,_1.3779308773728376)];;19034.9235;0;1;200k;scenario45;200;fix;First
0.25;2014-04-01;1.3769;6.4525;-0.000599866;1;1.3769;17825.92496;0.06452514;-493519.3252;0.25297619;1.376691069;200000;[(200000.0,_1.3766910687785179)];;17825.92496;0;1;200k;scenario46;200;fix;First
0.25;2014-05-21;1.3702;6.0975;-0.000343731;1;1.3702;16763.43776;0.06097508;-493878.3284;0.25297619;1.370080858;200000;[(200000.0,_1.3700808583992155)];;16763.43776;0;1;200k;scenario47;200;fix;First
0.25;2014-06-19;1.3595;5.1425;0.001314087;1;1.3595;14028.68724;0.051424765;-494860.9328;0.25297619;1.359952017;200000;[(200000.0,_1.3599520174157371)];;14028.68724;0;1;200k;scenario48;200;fix;First
0.25;2014-07-18;1.3526;5.01;0.001382204;1;1.3526;13597.94522;0.050099753;-494995.4587;0.25297619;1.353073039;200000;[(200000.0,_1.3530730391741719)];;13597.94522;0;1;200k;scenario49;200;fix;First
0.25;2000-02-29;0.9708;13.75;0.025263116;1;0.9708;26790.71514;0.137495491;-486352.667;0.25297619;0.977024219;200000;[(200000.0,_0.9770242188160136)];;26790.71514;0;1;200k;scenario5;200;fix;First
0.25;2014-09-29;1.2691;7.0625;0.002668723;1;1.2691;17985.37831;0.070624524;-492944.5218;0.25297619;1.269957088;200000;[(200000.0,_1.2699570883666318)];;17985.37831;0;1;200k;scenario50;200;fix;First
0.25;2014-11-03;1.2517;7.8225;0.002630936;1;1.2517;19647.25005;0.07822453;-492178.8965;0.25297619;1.252533364;200000;[(200000.0,_1.2525333639652498)];;19647.25005;0;1;200k;scenario51;200;fix;First
0.25;2015-01-28;1.1381;11.5325;0.003376128;1;1.1381;26334.36125;0.115324397;-488454.4422;0.25297619;1.139072444;200000;[(200000.0,_1.1390724436612285)];;26334.36125;0;1;200k;scenario52;200;fix;First
0.25;2015-07-14;1.1002;10.9475;0.005117328;1;1.1002;24167.36459;0.109474087;-489054.897;0.25297619;1.1016252;200000;[(200000.0,_1.1016251995752397)];;24167.36459;0;1;200k;scenario53;200;fix;First
0.25;2015-09-11;1.128;11.0375;0.00632628;1;1.128;24982.29903;0.110373871;-488972.974;0.25297619;1.129806695;200000;[(200000.0,_1.1298066945154324)];;24982.29903;0;1;200k;scenario54;200;fix;First
0.25;2015-12-04;1.094;10.155;0.009463467;1;1.094;22294.34961;0.101548311;-489886.3286;0.25297619;1.096622208;200000;[(200000.0,_1.0966222083951849)];;22294.34961;0;1;200k;scenario55;200;fix;First
0.25;2016-01-04;1.0858;10;0.009723764;1;1.0858;21789.78335;0.099998264;-490044.9756;0.25297619;1.088474226;200000;[(200000.0,_1.0884742263346938)];;21789.78335;0;1;200k;scenario56;200;fix;First
0.25;2016-03-18;1.1318;9.47;0.010978669;1;1.1318;21510.29452;0.09469804;-490591.2828;0.25297619;1.134947765;200000;[(200000.0,_1.1349477647032307)];;21510.29452;0;1;200k;scenario57;200;fix;First
0.25;2001-02-09;0.918;12.7;0.006270247;1;0.918;23392.30414;0.126998881;-487299.519;0.25297619;0.919457308;200000;[(200000.0,_0.919457308399688)];;23392.30414;0;1;200k;scenario6;200;fix;First
0.25;2001-03-23;0.8893;12.95;0.003188867;1;0.8893;23105.55508;0.129499431;-487029.3114;0.25297619;0.890017694;200000;[(200000.0,_0.8900176943593447)];;23105.55508;0;1;200k;scenario7;200;fix;First
0.25;2001-05-24;0.8567;11.3;-0.005495719;1;0.8567;19420.04186;0.11300128;-488626.1385;0.25297619;0.85550977;200000;[(200000.0,_0.8555097695075005)];;19420.04186;0;1;200k;scenario8;200;fix;First
0.25;2001-10-12;0.9026;11.35;-0.012611164;1;0.9026;20548.08344;0.113502937;-488526.6892;0.25297619;0.899725002;200000;[(200000.0,_0.8997250018800342)];;20548.08344;0;1;200k;scenario9;200;fix;First
0.25;1999-03-04;1.0874;9.45;0.019313499;1;1.0874;20627.08666;0.094496552;-490681.0723;0.25297619;1.092725879;200000;[(200000.0,_1.092725879307233)];;20627.08666;0;1;200k;scenario1;210;fix;First
0.25;2001-10-12;0.9026;11.35;-0.012611164;1;0.9026;20548.08344;0.113502937;-488526.6892;0.25297619;0.899725002;200000;[(200000.0,_0.8997250018800342)];;20548.08344;0;1;200k;scenario10;210;fix;First
0.25;2001-11-13;0.8936;10.825;-0.014133883;1;0.8936;19401.58782;0.108253292;-489037.8624;0.25297619;0.890410606;200000;[(200000.0,_0.8904106064328925)];;19401.58782;0;1;200k;scenario11;210;fix;First
0.25;2001-12-12;0.8927;10.6;-0.014741407;1;0.8927;18978.9165;0.106003433;-489256.8136;0.25297619;0.889377121;200000;[(200000.0,_0.8893771205892173)];;18978.9165;0;1;200k;scenario12;210;fix;First
0.25;2002-01-28;0.8651;10.425;-0.015184949;1;0.8651;18088.29245;0.104253536;-489427.1311;0.25297619;0.861783153;200000;[(200000.0,_0.8617831532277189)];;18088.29245;0;1;200k;scenario13;210;fix;First
0.25;2002-02-26;0.869;8.875;-0.015533762;1;0.869;15467.79449;0.088753618;-490958.6264;0.25297619;0.865591816;200000;[(200000.0,_0.8655918159972654)];;15467.79449;0;1;200k;scenario14;210;fix;First
0.25;2002-03-27;0.8767;8.45;-0.014435083;1;0.8767;14857.83955;0.084503362;-491388.2425;0.25297619;0.873504365;200000;[(200000.0,_0.8735043646404795)];;14857.83955;0;1;200k;scenario15;210;fix;First
0.25;2002-07-30;0.9815;11.025;-0.016495012;1;0.9815;21702.71531;0.110253841;-488822.2481;0.25297619;0.977412886;200000;[(200000.0,_0.9774128857188098)];;21702.71531;0;1;200k;scenario16;210;fix;First
0.25;2002-08-29;0.9786;10.55;-0.015898897;1;0.9786;20706.49578;0.105503703;-489297.7843;0.25297619;0.974671934;200000;[(200000.0,_0.9746719340306702)];;20706.49578;0;1;200k;scenario17;210;fix;First
0.25;2002-09-27;0.9772;9.7;-0.015703409;1;0.9772;19010.83404;0.097003657;-490141.4871;0.25297619;0.973325687;200000;[(200000.0,_0.9733256870543437)];;19010.83404;0;1;200k;scenario18;210;fix;First
0.25;2002-11-04;0.9966;9.525;-0.016328194;1;0.9966;19038.11642;0.095253803;-490309.4938;0.25297619;0.99249189;200000;[(200000.0,_0.9924918902863363)];;19038.11642;0;1;200k;scenario19;210;fix;First
0.25;1999-04-06;1.071;9.45;0.021289054;1;1.071;20316.98612;0.0944962;-490697.5545;0.25297619;1.076783563;200000;[(200000.0,_1.0767835631363845)];;20316.98612;0;1;200k;scenario2;210;fix;First
0.25;2003-01-23;1.0732;9.975;-0.015099113;1;1.0732;21470.76073;0.099753516;-489873.963;0.25297619;1.0691085;200000;[(200000.0,_1.0691084998552922)];;21470.76073;0;1;200k;scenario20;210;fix;First
0.25;2003-10-01;1.1658;11.3;-0.010361502;1;1.1658;26424.24054;0.113002413;-488592.1567;0.25297619;1.162748191;200000;[(200000.0,_1.1627481909992263)];;26424.24054;0;1;200k;scenario21;210;fix;First
0.25;2004-08-24;1.214;10.325;-0.003687324;1;1.214;25146.31253;0.103250859;-489614.1738;0.25297619;1.212868103;200000;[(200000.0,_1.2128681025152064)];;25146.31253;0;1;200k;scenario22;210;fix;First
0.25;2005-03-25;1.294;8.775;0.009402712;1;1.294;22787.92643;0.087748321;-491281.4451;0.25297619;1.297081653;200000;[(200000.0,_1.2970816526192919)];;22787.92643;0;1;200k;scenario23;210;fix;First
0.25;2005-06-02;1.2178;9.375;0.012424993;1;1.2178;22913.509;0.093747782;-490699.6546;0.25297619;1.221633844;200000;[(200000.0,_1.2216338444886672)];;22913.509;0;1;200k;scenario24;210;fix;First
0.25;2005-09-26;1.2038;9.175;0.018729419;1;1.2038;22170.68674;0.091746656;-490956.7003;0.25297619;1.209517255;200000;[(200000.0,_1.2095172550097841)];;22170.68674;0;1;200k;scenario25;210;fix;First
0.25;2005-11-07;1.1812;9.2;0.02069725;1;1.1812;21814.78644;0.091996305;-490948.0517;0.25297619;1.187400878;200000;[(200000.0,_1.1874008780725624)];;21814.78644;0;1;200k;scenario26;210;fix;First
0.25;2005-12-16;1.1978;9.175;0.020195339;1;1.1978;22061.00766;0.091746395;-490969.2966;0.25297619;1.203935147;200000;[(200000.0,_1.2039351469468846)];;22061.00766;0;1;200k;scenario27;210;fix;First
0.25;2006-02-07;1.1967;8.775;0.021252723;1;1.1967;21081.08153;0.087746206;-491387.9017;0.25297619;1.203151304;200000;[(200000.0,_1.2031513042155635)];;21081.08153;0;1;200k;scenario28;210;fix;First
0.25;2006-05-11;1.278;9.125;0.0233447;1;1.278;23411.83022;0.091245832;-491047.6064;0.25297619;1.285569755;200000;[(200000.0,_1.2855697550576115)];;23411.83022;0;1;200k;scenario29;210;fix;First
0.25;1999-05-27;1.0445;8.85;0.025154752;1;1.0445;18558.98811;0.088495509;-491345.818;0.25297619;1.051167925;200000;[(200000.0,_1.0511679248028718)];;18558.98811;0;1;200k;scenario3;210;fix;First
0.25;2006-06-22;1.2659;8.3;0.02528997;1;1.2659;21096.22726;0.082995485;-491913.6009;0.25297619;1.274024888;200000;[(200000.0,_1.2740248875509341)];;21096.22726;0;1;200k;scenario30;210;fix;First
0.25;2006-07-31;1.2766;8.175;0.023517878;1;1.2766;20953.35229;0.081745801;-492025.5633;0.25297619;1.284217723;200000;[(200000.0,_1.2842177229125709)];;20953.35229;0;1;200k;scenario31;210;fix;First
0.25;2006-08-29;1.2779;8.125;0.021677639;1;1.2779;20845.40486;0.08124613;-492059.2566;0.25297619;1.28492716;200000;[(200000.0,_1.2849271603207484)];;20845.40486;0;1;200k;scenario32;210;fix;First
0.25;2006-09-27;1.269;7;0.019877716;1;1.269;17835.04656;0.069996451;-493201.2219;0.25297619;1.275397351;200000;[(200000.0,_1.2753973506172196)];;17835.04656;0;1;200k;scenario33;210;fix;First
0.25;2006-11-27;1.3166;7.8;0.017393447;1;1.3166;20615.61801;0.077996895;-492350.7132;0.25297619;1.322405973;200000;[(200000.0,_1.3224059726175776)];;20615.61801;0;1;200k;scenario34;210;fix;First
0.25;2007-01-08;1.3006;6.475;0.016020518;1;1.3006;16906.90504;0.06474714;-493699.0447;0.25297619;1.30588178;200000;[(200000.0,_1.3058817799775742)];;16906.90504;0;1;200k;scenario35;210;fix;First
0.25;2007-02-15;1.313;5.95;0.015186422;1;1.313;15684.57907;0.059497288;-494231.8363;0.25297619;1.31805399;200000;[(200000.0,_1.31805398958174)];;15684.57907;0;1;200k;scenario36;210;fix;First
0.25;2007-04-13;1.3481;6.125;0.013854601;1;1.3481;16576.36134;0.061247526;-494033.4106;0.25297619;1.352833224;200000;[(200000.0,_1.3528332242211678)];;16576.36134;0;1;200k;scenario37;210;fix;First
0.25;2007-05-14;1.352;5.375;0.013136951;1;1.352;14589.42217;0.053747654;-494800.1096;0.25297619;1.356500624;200000;[(200000.0,_1.3565006244274458)];;14589.42217;0;1;200k;scenario38;210;fix;First
0.25;2007-07-11;1.3747;5.725;0.010575787;1;1.3747;15798.09016;0.057248112;-494401.9905;0.25297619;1.378382827;200000;[(200000.0,_1.3783828274073386)];;15798.09016;0;1;200k;scenario39;210;fix;First
