"","sigma_s","sigma_e","theta","k_d","lambda","lambda_real","v_bar","time","price","price_cond","k_tilde"
"1517",1,0.5,1,0.75,1,0.95,5,11.51,5.74959875409496,0.0902555397691087,7.53325401663409
"1518",1,0.5,1,0.75,1,0.95,5,11.61,5.7496236512702,0.0902306425938707,7.59731229908847
"1519",1,0.5,1,0.75,1,0.95,5,11.71,5.74964700358398,0.0902072902800931,7.66137058154284
"1520",1,0.5,1,0.75,1,0.95,5,11.81,5.74966890689444,0.0901853869696351,7.72542886399721
"1521",1,0.5,1,0.75,1,0.95,5,11.91,5.74968945111175,0.0901648427523213,7.78948714645158
"1522",1,0.5,1,0.75,1,0.95,5,12.01,5.7497087205672,0.0901455732968736,7.85354542890595
"1523",1,0.5,1,0.75,1,0.95,5,12.11,5.74972679435933,0.0901274995047409,7.91760371136033
"1524",1,0.5,1,0.75,1,0.95,5,12.21,5.74974374667866,0.0901105471854117,7.9816619938147
"1525",1,0.5,1,0.75,1,0.95,5,12.31,5.7497596471122,0.0900946467518706,8.04572027626907
"1526",1,0.5,1,0.75,1,0.95,5,12.41,5.74977456092912,0.0900797329349533,8.10977855872344
"1527",1,0.5,1,0.75,1,0.95,5,12.51,5.74978854934865,0.0900657445154261,8.17383684117781
"1528",1,0.5,1,0.75,1,0.95,5,12.61,5.74980166979138,0.0900526240726879,8.23789512363218
"1529",1,0.5,1,0.75,1,0.95,5,12.71,5.749813976115,0.0900403177490672,8.30195340608655
"1530",1,0.5,1,0.75,1,0.95,5,12.81,5.74982551883533,0.0900287750287427,8.36601168854093
"1531",1,0.5,1,0.75,1,0.95,5,12.91,5.74983634533369,0.0900179485303834,8.4300699709953
"1532",1,0.5,1,0.75,1,0.95,5,13.01,5.74984650005142,0.0900077938126541,8.49412825344967
"1533",1,0.5,1,0.75,1,0.95,5,13.11,5.74985602467228,0.0899982691917897,8.55818653590404
"1534",1,0.5,1,0.75,1,0.95,5,13.21,5.74986495829358,0.0899893355704887,8.62224481835841
"1535",1,0.5,1,0.75,1,0.95,5,13.31,5.74987333758665,0.0899809562774244,8.68630310081278
"1536",1,0.5,1,0.75,1,0.95,5,13.41,5.74988119694736,0.089973096916714,8.75036138326715
"1537",1,0.5,1,0.75,1,0.95,5,13.51,5.74988856863734,0.0899657252267272,8.81441966572153
"1538",1,0.5,1,0.75,1,0.95,5,13.61,5.74989548291641,0.0899588109476571,8.8784779481759
"1539",1,0.5,1,0.75,1,0.95,5,13.71,5.74990196816676,0.089952325697309,8.94253623063027
"1540",1,0.5,1,0.75,1,0.95,5,13.81,5.74990805100948,0.0899462428545924,9.00659451308464
"1541",1,0.5,1,0.75,1,0.95,5,13.91,5.74991375641382,0.0899405374502475,9.07065279553901
"1542",1,0.5,1,0.75,1,0.95,5,14.01,5.74991910779972,0.0899351860643487,9.13471107799338
"1543",1,0.5,1,0.75,1,0.95,5,14.11,5.7499241271339,0.0899301667301688,9.19876936044776
"1544",1,0.5,1,0.75,1,0.95,5,14.21,5.74992883502006,0.0899254588440089,9.26282764290213
"1545",1,0.5,1,0.75,1,0.95,5,14.31,5.74993325078345,0.0899210430806228,9.3268859253565
"1546",1,0.5,1,0.75,1,0.95,5,14.41,5.74993739255018,0.0899169013138892,9.39094420781087
"1547",1,0.5,1,0.75,1,0.95,5,14.51,5.74994127732166,0.0899130165424066,9.45500249026524
"1548",1,0.5,1,0.75,1,0.95,5,14.61,5.74994492104437,0.0899093728197055,9.51906077271961
"1549",1,0.5,1,0.75,1,0.95,5,14.71,5.74994833867528,0.0899059551887885,9.58311905517398
"1550",1,0.5,1,0.75,1,0.95,5,14.81,5.74995154424334,0.0899027496207357,9.64717733762836
"1551",1,0.5,1,0.75,1,0.95,5,14.91,5.74995455090695,0.0898997429571166,9.71123562008273
"1552",1,0.5,1,0.75,1,0.95,5,15.01,5.74995737100809,0.0898969228559773,9.7752939025371
"1553",1,0.5,1,0.75,1,0.95,5,15.11,5.74996001612289,0.0898942777411775,9.83935218499147
"1554",1,0.5,1,0.75,1,0.95,5,15.21,5.7499624971092,0.0898917967548735,9.90341046744584
"1555",1,0.5,1,0.75,1,0.95,5,15.31,5.74996482415113,0.0898894697129459,9.96746874990022
"1556",1,0.5,1,0.75,1,0.95,5,15.41,5.74996700680087,0.0898872870631978,10.0315270323546
"1557",1,0.5,1,0.75,1,0.95,5,15.51,5.74996905401793,0.0898852398461423,10.095585314809
"1558",1,0.5,1,0.75,1,0.95,5,15.61,5.74997097420585,0.0898833196582253,10.1596435972633
"1559",1,0.5,1,0.75,1,0.95,5,15.71,5.74997277524674,0.0898815186173313,10.2237018797177
"1560",1,0.5,1,0.75,1,0.95,5,15.81,5.74997446453364,0.0898798293304272,10.2877601621721
"1561",1,0.5,1,0.75,1,0.95,5,15.91,5.74997604900086,0.0898782448632147,10.3518184446264
"1562",1,0.5,1,0.75,1,0.95,5,16.01,5.7499775351524,0.0898767587116671,10.4158767270808
"1563",1,0.5,1,0.75,1,0.95,5,16.11,5.74997892908874,0.0898753647753296,10.4799350095352
"1564",1,0.5,1,0.75,1,0.95,5,16.21,5.74998023653179,0.0898740573322794,10.5439932919896
"1565",1,0.5,1,0.75,1,0.95,5,16.31,5.74998146284844,0.0898728310156363,10.6080515744439
"1566",1,0.5,1,0.75,1,0.95,5,16.41,5.74998261307254,0.0898716807915338,10.6721098568983
"1567",1,0.5,1,0.75,1,0.95,5,16.51,5.74998369192562,0.0898706019384553,10.7361681393527
"1568",1,0.5,1,0.75,1,0.95,5,16.61,5.74998470383622,0.0898695900278522,10.800226421807
"1569",1,0.5,1,0.75,1,0.95,5,16.71,5.74998565295811,0.0898686409059665,10.8642847042614
"1570",1,0.5,1,0.75,1,0.95,5,16.81,5.74998654318729,0.0898677506767783,10.9283429867158
"1571",1,0.5,1,0.75,1,0.95,5,16.91,5.74998737817806,0.0898669156860161,10.9924012691702
"1572",1,0.5,1,0.75,1,0.95,5,17.01,5.74998816135792,0.0898661325061534,11.0564595516245
"1573",1,0.5,1,0.75,1,0.95,5,17.11,5.74998889594173,0.0898653979223415,11.1205178340789
"1574",1,0.5,1,0.75,1,0.95,5,17.21,5.74998958494486,0.0898647089192109,11.1845761165333
"1575",1,0.5,1,0.75,1,0.95,5,17.31,5.74999023119558,0.0898640626684962,11.2486343989876
"1576",1,0.5,1,0.75,1,0.95,5,17.41,5.74999083734665,0.0898634565174239,11.312692681442
"1577",1,0.5,1,0.75,1,0.95,5,17.51,5.74999140588625,0.0898628879778243,11.3767509638964
"1578",1,0.5,1,0.75,1,0.95,5,17.61,5.74999193914815,0.0898623547159183,11.4408092463508
"1579",1,0.5,1,0.75,1,0.95,5,17.71,5.74999243932133,0.0898618545427365,11.5048675288051
"1580",1,0.5,1,0.75,1,0.95,5,17.81,5.74999290845894,0.0898613854051346,11.5689258112595
"1581",1,0.5,1,0.75,1,0.95,5,17.91,5.74999334848671,0.0898609453773651,11.6329840937139
"1582",1,0.5,1,0.75,1,0.95,5,18.01,5.7499937612109,0.0898605326531728,11.6970423761682
"1583",1,0.5,1,0.75,1,0.95,5,18.11,5.74999414832569,0.0898601455383798,11.7611006586226
"1584",1,0.5,1,0.75,1,0.95,5,18.21,5.74999451142014,0.089859782443931,11.825158941077
"1585",1,0.5,1,0.75,1,0.95,5,18.31,5.7499948519847,0.0898594418793722,11.8892172235314
"1586",1,0.5,1,0.75,1,0.95,5,18.41,5.74999517141734,0.0898591224467314,11.9532755059857
"1587",1,0.5,1,0.75,1,0.95,5,18.51,5.74999547102929,0.0898588228347799,12.0173337884401
"1588",1,0.5,1,0.75,1,0.95,5,18.61,5.74999575205042,0.0898585418136505,12.0813920708945
"1589",1,0.5,1,0.75,1,0.95,5,18.71,5.74999601563428,0.089858278229789,12.1454503533488
"1590",1,0.5,1,0.75,1,0.95,5,18.81,5.74999626286285,0.0898580310012185,12.2095086358032
"1591",1,0.5,1,0.75,1,0.95,5,18.91,5.74999649475097,0.089857799113099,12.2735669182576
"1592",1,0.5,1,0.75,1,0.95,5,19.01,5.74999671225051,0.0898575816135601,12.337625200712
"1593",1,0.5,1,0.75,1,0.95,5,19.11,5.74999691625428,0.0898573776097955,12.4016834831663
"1594",1,0.5,1,0.75,1,0.95,5,19.21,5.74999710759967,0.0898571862643968,12.4657417656207
"1595",1,0.5,1,0.75,1,0.95,5,19.31,5.74999728707215,0.0898570067919165,12.5298000480751
"1596",1,0.5,1,0.75,1,0.95,5,19.41,5.74999745540843,0.0898568384556442,12.5938583305295
"1597",1,0.5,1,0.75,1,0.95,5,19.51,5.74999761329949,0.0898566805645814,12.6579166129838
"1598",1,0.5,1,0.75,1,0.95,5,19.61,5.74999776139346,0.089856532470607,12.7219748954382
"1599",1,0.5,1,0.75,1,0.95,5,19.71,5.74999790029826,0.0898563935658143,12.7860331778926
"1600",1,0.5,1,0.75,1,0.95,5,19.81,5.74999803058405,0.0898562632800181,12.8500914603469
"1601",1,0.5,1,0.75,1,0.95,5,19.91,5.74999815278566,0.0898561410784121,12.9141497428013
"1602",1,0.5,1,0.75,1.25,0.95,5,0.01,5.14096009649891,0.698894197365157,0.166551534381366
"1603",1,0.5,1,0.75,1.25,0.95,5,0.11,5.18782626704951,0.652028026814564,0.230609816835738
"1604",1,0.5,1,0.75,1.25,0.95,5,0.21,5.23108604345507,0.608768250409003,0.294668099290109
"1605",1,0.5,1,0.75,1.25,0.95,5,0.31,5.27101694100171,0.568837352862362,0.358726381744481
"1606",1,0.5,1,0.75,1.25,0.95,5,0.41,5.30787511992367,0.531979173940398,0.422784664198852
"1607",1,0.5,1,0.75,1.25,0.95,5,0.51,5.34189702869386,0.497957265170211,0.486842946653224
"1608",1,0.5,1,0.75,1.25,0.95,5,0.61,5.37330092086166,0.466553373002408,0.550901229107595
"1609",1,0.5,1,0.75,1.25,0.95,5,0.71,5.40228825516876,0.43756603869531,0.614959511561967
"1610",1,0.5,1,0.75,1.25,0.95,5,0.81,5.42904498792474,0.410809305939332,0.679017794016339
"1611",1,0.5,1,0.75,1.25,0.95,5,0.91,5.45374276593324,0.386111527930834,0.74307607647071
"1612",1,0.5,1,0.75,1.25,0.95,5,1.01,5.47654002762135,0.363314266242717,0.807134358925082
"1613",1,0.5,1,0.75,1.25,0.95,5,1.11,5.49758301943615,0.34227127442792,0.871192641379453
"1614",1,0.5,1,0.75,1.25,0.95,5,1.21,5.51700673402852,0.322847559835548,0.935250923833825
"1615",1,0.5,1,0.75,1.25,0.95,5,1.31,5.53493577624298,0.304918517621092,0.999309206288196
"1616",1,0.5,1,0.75,1.25,0.95,5,1.41,5.55148516246872,0.288369131395351,1.06336748874257
"1617",1,0.5,1,0.75,1.25,0.95,5,1.51,5.56676105847994,0.273093235384134,1.12742577119694
"1618",1,0.5,1,0.75,1.25,0.95,5,1.61,5.58086146049863,0.258992833365444,1.19148405365131
"1619",1,0.5,1,0.75,1.25,0.95,5,1.71,5.59387682384901,0.24597747001506,1.25554233610568
"1620",1,0.5,1,0.75,1.25,0.95,5,1.81,5.60589064323643,0.233963650627642,1.31960061856005
"1621",1,0.5,1,0.75,1.25,0.95,5,1.91,5.61697998837325,0.222874305490824,1.38365890101443
"1622",1,0.5,1,0.75,1.25,0.95,5,2.01,5.62721599838787,0.212638295476203,1.4477171834688
"1623",1,0.5,1,0.75,1.25,0.95,5,2.11,5.63666433818853,0.203189955675544,1.51177546592317
"1624",1,0.5,1,0.75,1.25,0.95,5,2.21,5.64538561970947,0.194468674154602,1.57583374837754
"1625",1,0.5,1,0.75,1.25,0.95,5,2.31,5.65343579074187,0.186418503122201,1.63989203083191
"1626",1,0.5,1,0.75,1.25,0.95,5,2.41,5.66086649384385,0.178987800020222,1.70395031328628
"1627",1,0.5,1,0.75,1.25,0.95,5,2.51,5.66772539763205,0.172128896232025,1.76800859574065
"1628",1,0.5,1,0.75,1.25,0.95,5,2.61,5.67405650258,0.165797791284068,1.83206687819503
"1629",1,0.5,1,0.75,1.25,0.95,5,2.71,5.67990042328509,0.159953870578981,1.8961251606494
"1630",1,0.5,1,0.75,1.25,0.95,5,2.81,5.68529464901473,0.154559644849337,1.96018344310377
"1631",1,0.5,1,0.75,1.25,0.95,5,2.91,5.69027378420338,0.149580509660692,2.02424172555814
"1632",1,0.5,1,0.75,1.25,0.95,5,3.01,5.69486977044299,0.14498452342108,2.08830000801251
"1633",1,0.5,1,0.75,1.25,0.95,5,3.11,5.69911209139119,0.14074220247288,2.15235829046688
"1634",1,0.5,1,0.75,1.25,0.95,5,3.21,5.70302796191152,0.136826331952552,2.21641657292126
"1635",1,0.5,1,0.75,1.25,0.95,5,3.31,5.70664250265919,0.133211791204878,2.28047485537563
"1636",1,0.5,1,0.75,1.25,0.95,5,3.41,5.70997890123232,0.129875392631747,2.34453313783
"1637",1,0.5,1,0.75,1.25,0.95,5,3.51,5.71305856092241,0.126795732941658,2.40859142028437
"1638",1,0.5,1,0.75,1.25,0.95,5,3.61,5.71590123801835,0.12395305584572,2.47264970273874
"1639",1,0.5,1,0.75,1.25,0.95,5,3.71,5.71852516854476,0.121329125319314,2.53670798519311
"1640",1,0.5,1,0.75,1.25,0.95,5,3.81,5.72094718524769,0.118907108616381,2.60076626764749
"1641",1,0.5,1,0.75,1.25,0.95,5,3.91,5.7231828255782,0.116671468285871,2.66482455010186
"1642",1,0.5,1,0.75,1.25,0.95,5,4.01,5.72524643136645,0.114607862497626,2.72888283255623
"1643",1,0.5,1,0.75,1.25,0.95,5,4.11,5.7271512408258,0.112703053038267,2.7929411150106
"1644",1,0.5,1,0.75,1.25,0.95,5,4.21,5.72890947347718,0.11094482038689,2.85699939746497
"1645",1,0.5,1,0.75,1.25,0.95,5,4.31,5.73053240853831,0.109321885325758,2.92105767991934
"1646",1,0.5,1,0.75,1.25,0.95,5,4.41,5.73203045728095,0.107823836583126,2.98511596237371
"1647",1,0.5,1,0.75,1.25,0.95,5,4.51,5.73341322982006,0.106441064044009,3.04917424482809
"1648",1,0.5,1,0.75,1.25,0.95,5,4.61,5.73468959676362,0.105164697100452,3.11323252728246
"1649",1,0.5,1,0.75,1.25,0.95,5,4.71,5.73586774611828,0.103986547745787,3.17729080973683
"1650",1,0.5,1,0.75,1.25,0.95,5,4.81,5.73695523581621,0.102899058047859,3.2413490921912
"1651",1,0.5,1,0.75,1.25,0.95,5,4.91,5.73795904219986,0.101895251664213,3.30540737464557
"1652",1,0.5,1,0.75,1.25,0.95,5,5.01,5.73888560477582,0.100968689088247,3.36946565709994
"1653",1,0.5,1,0.75,1.25,0.95,5,5.11,5.73974086752486,0.100113426339208,3.43352393955432
"1654",1,0.5,1,0.75,1.25,0.95,5,5.21,5.74053031703304,0.0993239768310278,3.49758222200869
"1655",1,0.5,1,0.75,1.25,0.95,5,5.31,5.74125901768868,0.0985952761753922,3.56164050446306
"1656",1,0.5,1,0.75,1.25,0.95,5,5.41,5.74193164417083,0.0979226496932402,3.62569878691743
"1657",1,0.5,1,0.75,1.25,0.95,5,5.51,5.74255251143779,0.0973017824262861,3.6897570693718
"1658",1,0.5,1,0.75,1.25,0.95,5,5.61,5.74312560240789,0.0967286914561808,3.75381535182617
"1659",1,0.5,1,0.75,1.25,0.95,5,5.71,5.74365459351033,0.0961997003537385,3.81787363428054
"1660",1,0.5,1,0.75,1.25,0.95,5,5.81,5.74414287826975,0.0957114155943194,3.88193191673492
"1661",1,0.5,1,0.75,1.25,0.95,5,5.91,5.744593589076,0.0952607047880695,3.94599019918929
"1662",1,0.5,1,0.75,1.25,0.95,5,6.01,5.74500961727871,0.094844676585362,4.01004848164366
"1663",1,0.5,1,0.75,1.25,0.95,5,6.11,5.74539363173554,0.0944606621285352,4.07410676409803
"1664",1,0.5,1,0.75,1.25,0.95,5,6.21,5.74574809593314,0.0941061979309347,4.1381650465524
"1665",1,0.5,1,0.75,1.25,0.95,5,6.31,5.74607528379064,0.0937790100734284,4.20222332900677
"1666",1,0.5,1,0.75,1.25,0.95,5,6.41,5.74637729424706,0.0934769996170148,4.26628161146115
"1667",1,0.5,1,0.75,1.25,0.95,5,6.51,5.74665606472613,0.0931982291379442,4.33033989391552
"1668",1,0.5,1,0.75,1.25,0.95,5,6.61,5.7469133835651,0.0929409102989741,4.39439817636989
"1669",1,0.5,1,0.75,1.25,0.95,5,6.71,5.74715090148704,0.0927033923770271,4.45845645882426
"1670",1,0.5,1,0.75,1.25,0.95,5,6.81,5.74737014219041,0.0924841516736574,4.52251474127863
"1671",1,0.5,1,0.75,1.25,0.95,5,6.91,5.74757251212368,0.0922817817403916,4.586573023733
"1672",1,0.5,1,0.75,1.25,0.95,5,7.01,5.74775930950784,0.0920949843562346,4.65063130618737
"1673",1,0.5,1,0.75,1.25,0.95,5,7.11,5.7479317326646,0.0919225611994707,4.71468958864175
"1674",1,0.5,1,0.75,1.25,0.95,5,7.21,5.74809088770375,0.0917634061603215,4.77874787109612
"1675",1,0.5,1,0.75,1.25,0.95,5,7.31,5.74823779561892,0.0916164982451555,4.84280615355049
"1676",1,0.5,1,0.75,1.25,0.95,5,7.41,5.74837339883735,0.0914808950267225,4.90686443600486
"1677",1,0.5,1,0.75,1.25,0.95,5,7.51,5.74849856726567,0.0913557265984005,4.97092271845923
"1678",1,0.5,1,0.75,1.25,0.95,5,7.61,5.7486141038704,0.0912401899936676,5.0349810009136
"1679",1,0.5,1,0.75,1.25,0.95,5,7.71,5.74872074982907,0.0911335440350011,5.09903928336798
"1680",1,0.5,1,0.75,1.25,0.95,5,7.81,5.74881918928491,0.0910351045791575,5.16309756582235
"1681",1,0.5,1,0.75,1.25,0.95,5,7.91,5.74891005373574,0.090944240128334,5.22715584827672
"1682",1,0.5,1,0.75,1.25,0.95,5,8.01,5.74899392608502,0.0908603677790539,5.29121413073109
"1683",1,0.5,1,0.75,1.25,0.95,5,8.11,5.74907134438128,0.0907829494827895,5.35527241318546
"1684",1,0.5,1,0.75,1.25,0.95,5,8.21,5.74914280526974,0.0907114885943331,5.41933069563983
"1685",1,0.5,1,0.75,1.25,0.95,5,8.31,5.7492087671783,0.0906455266857741,5.48338897809421
"1686",1,0.5,1,0.75,1.25,0.95,5,8.41,5.74926965325843,0.0905846406056438,5.54744726054858
"1687",1,0.5,1,0.75,1.25,0.95,5,8.51,5.74932585409971,0.0905284397643608,5.61150554300295
"1688",1,0.5,1,0.75,1.25,0.95,5,8.61,5.74937773023551,0.0904765636285652,5.67556382545732
"1689",1,0.5,1,0.75,1.25,0.95,5,8.71,5.74942561445581,0.0904286794082645,5.73962210791169
"1690",1,0.5,1,0.75,1.25,0.95,5,8.81,5.74946981394211,0.0903844799219561,5.80368039036606
"1691",1,0.5,1,0.75,1.25,0.95,5,8.91,5.74951061223804,0.0903436816260326,5.86773867282043
"1692",1,0.5,1,0.75,1.25,0.95,5,9.01,5.74954827106825,0.0903060227958219,5.93179695527481
"1693",1,0.5,1,0.75,1.25,0.95,5,9.11,5.74958303201747,0.0902712618466025,5.99585523772918
"1694",1,0.5,1,0.75,1.25,0.95,5,9.21,5.74961511808026,0.0902391757838158,6.05991352018355
"1695",1,0.5,1,0.75,1.25,0.95,5,9.31,5.74964473509154,0.0902095587725347,6.12397180263792
"1696",1,0.5,1,0.75,1.25,0.95,5,9.41,5.74967207304705,0.0901822208170165,6.18803008509229
"1697",1,0.5,1,0.75,1.25,0.95,5,9.51,5.74969730732221,0.0901569865418622,6.25208836754666
"1698",1,0.5,1,0.75,1.25,0.95,5,9.61,5.7497205997971,0.0901336940669683,6.31614665000104
"1699",1,0.5,1,0.75,1.25,0.95,5,9.71,5.74974209989502,0.0901121939690509,6.38020493245541
"1700",1,0.5,1,0.75,1.25,0.95,5,9.81,5.74976194554099,0.0900923483230832,6.44426321490978
"1701",1,0.5,1,0.75,1.25,0.95,5,9.91,5.74978026404658,0.0900740298174941,6.50832149736415
"1702",1,0.5,1,0.75,1.25,0.95,5,10.01,5.74979717292662,0.0900571209374518,6.57237977981852
"1703",1,0.5,1,0.75,1.25,0.95,5,10.11,5.74981278065307,0.0900415132109978,6.63643806227289
"1704",1,0.5,1,0.75,1.25,0.95,5,10.21,5.74982718735088,0.0900271065131888,6.70049634472726
"1705",1,0.5,1,0.75,1.25,0.95,5,10.31,5.74984048544029,0.0900138084237856,6.76455462718164
"1706",1,0.5,1,0.75,1.25,0.95,5,10.41,5.7498527602297,0.0900015336343706,6.82861290963601
"1707",1,0.5,1,0.75,1.25,0.95,5,10.51,5.74986409046299,0.0899902034010852,6.89267119209038
"1708",1,0.5,1,0.75,1.25,0.95,5,10.61,5.74987454882459,0.0899797450394827,6.95672947454475
"1709",1,0.5,1,0.75,1.25,0.95,5,10.71,5.74988420240582,0.0899700914582497,7.02078775699912
"1710",1,0.5,1,0.75,1.25,0.95,5,10.81,5.74989311313526,0.08996118072881,7.08484603945349
"1711",1,0.5,1,0.75,1.25,0.95,5,10.91,5.74990133817602,0.0899529556880473,7.14890432190787
"1712",1,0.5,1,0.75,1.25,0.95,5,11.01,5.74990893029247,0.0899453635715984,7.21296260436224
"1713",1,0.5,1,0.75,1.25,0.95,5,11.11,5.74991593818871,0.0899383556753662,7.27702088681661
"1714",1,0.5,1,0.75,1.25,0.95,5,11.21,5.74992240682099,0.0899318870430775,7.34107916927098
"1715",1,0.5,1,0.75,1.25,0.95,5,11.31,5.74992837768619,0.0899259161778847,7.40513745172535
"1716",1,0.5,1,0.75,1.25,0.95,5,11.41,5.74993388908791,0.0899204047761603,7.46919573417972
"1717",1,0.5,1,0.75,1.25,0.95,5,11.51,5.7499389763823,0.0899153174817754,7.53325401663409
"1718",1,0.5,1,0.75,1.25,0.95,5,11.61,5.74994367220478,0.0899106216592874,7.59731229908847
"1719",1,0.5,1,0.75,1.25,0.95,5,11.71,5.74994800667949,0.0899062871845803,7.66137058154284
"1720",1,0.5,1,0.75,1.25,0.95,5,11.81,5.74995200761246,0.0899022862516161,7.72542886399721
"1721",1,0.5,1,0.75,1.25,0.95,5,11.91,5.74995570067001,0.0898985931940562,7.78948714645158
"1722",1,0.5,1,0.75,1.25,0.95,5,12.01,5.74995910954346,0.0898951843206106,7.85354542890595
"1723",1,0.5,1,0.75,1.25,0.95,5,12.11,5.74996225610102,0.0898920377630549,7.91760371136033
"1724",1,0.5,1,0.75,1.25,0.95,5,12.21,5.74996516052813,0.0898891333359446,7.9816619938147
"1725",1,0.5,1,0.75,1.25,0.95,5,12.31,5.74996784145695,0.0898864524071232,8.04572027626907
"1726",1,0.5,1,0.75,1.25,0.95,5,12.41,5.74997031608588,0.0898839777781953,8.10977855872344
"1727",1,0.5,1,0.75,1.25,0.95,5,12.51,5.74997260028987,0.0898816935741984,8.17383684117781
"1728",1,0.5,1,0.75,1.25,0.95,5,12.61,5.74997470872231,0.0898795851417614,8.23789512363218
"1729",1,0.5,1,0.75,1.25,0.95,5,12.71,5.74997665490897,0.0898776389551047,8.30195340608655
"1730",1,0.5,1,0.75,1.25,0.95,5,12.81,5.7499784513348,0.0898758425292685,8.36601168854093
"1731",1,0.5,1,0.75,1.25,0.95,5,12.91,5.74998010952405,0.0898741843400226,8.4300699709953
"1732",1,0.5,1,0.75,1.25,0.95,5,13.01,5.74998164011413,0.0898726537499367,8.49412825344967
"1733",1,0.5,1,0.75,1.25,0.95,5,13.11,5.74998305292393,0.08987124094014,8.55818653590404
"1734",1,0.5,1,0.75,1.25,0.95,5,13.21,5.74998435701674,0.0898699368473328,8.62224481835841
"1735",1,0.5,1,0.75,1.25,0.95,5,13.31,5.74998556075843,0.0898687331056449,8.68630310081278
"1736",1,0.5,1,0.75,1.25,0.95,5,13.41,5.7499866718711,0.0898676219929668,8.75036138326715
"1737",1,0.5,1,0.75,1.25,0.95,5,13.51,5.74998769748266,0.0898665963814129,8.81441966572153
"1738",1,0.5,1,0.75,1.25,0.95,5,13.61,5.74998864417248,0.0898656496915938,8.8784779481759
"1739",1,0.5,1,0.75,1.25,0.95,5,13.71,5.74998951801366,0.0898647758504115,8.94253623063027
"1740",1,0.5,1,0.75,1.25,0.95,5,13.81,5.74999032461197,0.0898639692520972,9.00659451308464
"1741",1,0.5,1,0.75,1.25,0.95,5,13.91,5.74999106914182,0.0898632247222515,9.07065279553901
"1742",1,0.5,1,0.75,1.25,0.95,5,14.01,5.74999175637942,0.0898625374846498,9.13471107799338
"1743",1,0.5,1,0.75,1.25,0.95,5,14.11,5.74999239073347,0.089861903130602,9.19876936044776
"1744",1,0.5,1,0.75,1.25,0.95,5,14.21,5.7499929762734,0.0898613175906712,9.26282764290213
"1745",1,0.5,1,0.75,1.25,0.95,5,14.31,5.7499935167555,0.0898607771085668,9.3268859253565
"1746",1,0.5,1,0.75,1.25,0.95,5,14.41,5.74999401564702,0.0898602782170482,9.39094420781087
"1747",1,0.5,1,0.75,1.25,0.95,5,14.51,5.74999447614839,0.0898598177156826,9.45500249026524
"1748",1,0.5,1,0.75,1.25,0.95,5,14.61,5.74999490121376,0.0898593926503131,9.51906077271961
"1749",1,0.5,1,0.75,1.25,0.95,5,14.71,5.74999529356996,0.0898590002941073,9.58311905517398
"1750",1,0.5,1,0.75,1.25,0.95,5,14.81,5.74999565573401,0.0898586381300661,9.64717733762836
"1751",1,0.5,1,0.75,1.25,0.95,5,14.91,5.7499959900292,0.0898583038348747,9.71123562008273
"1752",1,0.5,1,0.75,1.25,0.95,5,15.01,5.74999629860007,0.0898579952640004,9.7752939025371
"1753",1,0.5,1,0.75,1.25,0.95,5,15.11,5.74999658342614,0.0898577104379333,9.83935218499147
"1754",1,0.5,1,0.75,1.25,0.95,5,15.21,5.74999684633458,0.0898574475294894,9.90341046744584
"1755",1,0.5,1,0.75,1.25,0.95,5,15.31,5.74999708901198,0.0898572048520876,9.96746874990022
"1756",1,0.5,1,0.75,1.25,0.95,5,15.41,5.74999731301514,0.0898569808489311,10.0315270323546
"1757",1,0.5,1,0.75,1.25,0.95,5,15.51,5.74999751978105,0.0898567740830197,10.095585314809
"1758",1,0.5,1,0.75,1.25,0.95,5,15.61,5.74999771063614,0.0898565832279319,10.1596435972633
"1759",1,0.5,1,0.75,1.25,0.95,5,15.71,5.74999788680476,0.0898564070593154,10.2237018797177
"1760",1,0.5,1,0.75,1.25,0.95,5,15.81,5.74999804941704,0.0898562444470331,10.2877601621721
"1761",1,0.5,1,0.75,1.25,0.95,5,15.91,5.74999819951616,0.0898560943479128,10.3518184446264
"1762",1,0.5,1,0.75,1.25,0.95,5,16.01,5.74999833806502,0.0898559557990554,10.4158767270808
"1763",1,0.5,1,0.75,1.25,0.95,5,16.11,5.74999846595241,0.0898558279116576,10.4799350095352
"1764",1,0.5,1,0.75,1.25,0.95,5,16.21,5.74999858399876,0.0898557098653106,10.5439932919896
"1765",1,0.5,1,0.75,1.25,0.95,5,16.31,5.74999869296133,0.0898556009027365,10.6080515744439
"1766",1,0.5,1,0.75,1.25,0.95,5,16.41,5.74999879353914,0.0898555003249307,10.6721098568983
"1767",1,0.5,1,0.75,1.25,0.95,5,16.51,5.74999888637739,0.0898554074866782,10.7361681393527
"1768",1,0.5,1,0.75,1.25,0.95,5,16.61,5.74999897207166,0.089855321792413,10.800226421807
"1769",1,0.5,1,0.75,1.25,0.95,5,16.71,5.74999905117167,0.0898552426923989,10.8642847042614
"1770",1,0.5,1,0.75,1.25,0.95,5,16.81,5.74999912418487,0.0898551696792022,10.9283429867158
"1771",1,0.5,1,0.75,1.25,0.95,5,16.91,5.74999919157963,0.089855102284437,10.9924012691702
"1772",1,0.5,1,0.75,1.25,0.95,5,17.01,5.74999925378831,0.0898550400757597,11.0564595516245
"1773",1,0.5,1,0.75,1.25,0.95,5,17.11,5.74999931120997,0.0898549826540966,11.1205178340789
"1774",1,0.5,1,0.75,1.25,0.95,5,17.21,5.74999936421299,0.089854929651082,11.1845761165333
