"","sigma_s","sigma_e","theta","k_d","lambda","lambda_real","v_bar","time","price","price_cond","k_tilde"
"13842",1,1,1,1.25,1.5,0.95,5,4.01,6.13739243850211,-0.45768385077397,1.60465997548201
"13843",1,1,1,1.25,1.5,0.95,5,4.11,6.14267461994842,-0.462966032220273,1.63668911670919
"13844",1,1,1,1.25,1.5,0.95,5,4.21,6.14770902548642,-0.468000437758276,1.66871825793638
"13845",1,1,1,1.25,1.5,0.95,5,4.31,6.15250727775752,-0.472798690029373,1.70074739916356
"13846",1,1,1,1.25,1.5,0.95,5,4.41,6.15708045420969,-0.477371866481547,1.73277654039075
"13847",1,1,1,1.25,1.5,0.95,5,4.51,6.16143911267137,-0.481730524943232,1.76480568161794
"13848",1,1,1,1.25,1.5,0.95,5,4.61,6.16559331572571,-0.485884727997565,1.79683482284512
"13849",1,1,1,1.25,1.5,0.95,5,4.71,6.16955265394143,-0.489844066213285,1.82886396407231
"13850",1,1,1,1.25,1.5,0.95,5,4.81,6.17332626801407,-0.493617680285933,1.86089310529949
"13851",1,1,1,1.25,1.5,0.95,5,4.91,6.17692286986858,-0.49721428214044,1.89292224652668
"13852",1,1,1,1.25,1.5,0.95,5,5.01,6.180350762772,-0.500642175043854,1.92495138775387
"13853",1,1,1,1.25,1.5,0.95,5,5.11,6.18361786050274,-0.503909272774603,1.95698052898105
"13854",1,1,1,1.25,1.5,0.95,5,5.21,6.18673170562073,-0.507023117892587,1.98900967020824
"13855",1,1,1,1.25,1.5,0.95,5,5.31,6.18969948688039,-0.509990899152247,2.02103881143542
"13856",1,1,1,1.25,1.5,0.95,5,5.41,6.19252805582697,-0.512819468098827,2.05306795266261
"13857",1,1,1,1.25,1.5,0.95,5,5.51,6.19522394261428,-0.515515354886141,2.08509709388979
"13858",1,1,1,1.25,1.5,0.95,5,5.61,6.1977933710805,-0.518084783352362,2.11712623511698
"13859",1,1,1,1.25,1.5,0.95,5,5.71,6.20024227311678,-0.520533685388642,2.14915537634417
"13860",1,1,1,1.25,1.5,0.95,5,5.81,6.20257630236186,-0.522867714633717,2.18118451757135
"13861",1,1,1,1.25,1.5,0.95,5,5.91,6.20480084725429,-0.525092259526149,2.21321365879854
"13862",1,1,1,1.25,1.5,0.95,5,6.01,6.20692104347243,-0.527212455744291,2.24524280002572
"13863",1,1,1,1.25,1.5,0.95,5,6.11,6.20894178579088,-0.529233198062739,2.27727194125291
"13864",1,1,1,1.25,1.5,0.95,5,6.21,6.21086773938075,-0.531159151652613,2.30930108248009
"13865",1,1,1,1.25,1.5,0.95,5,6.31,6.21270335057991,-0.532994762851766,2.34133022370728
"13866",1,1,1,1.25,1.5,0.95,5,6.41,6.21445285715794,-0.534744269429793,2.37335936493447
"13867",1,1,1,1.25,1.5,0.95,5,6.51,6.21612029809966,-0.536411710371518,2.40538850616165
"13868",1,1,1,1.25,1.5,0.95,5,6.61,6.21770952292971,-0.538000935201572,2.43741764738884
"13869",1,1,1,1.25,1.5,0.95,5,6.71,6.2192242005997,-0.539515612871563,2.46944678861602
"13870",1,1,1,1.25,1.5,0.95,5,6.81,6.22066782795852,-0.540959240230374,2.50147592984321
"13871",1,1,1,1.25,1.5,0.95,5,6.91,6.22204373782528,-0.542335150097139,2.5335050710704
"13872",1,1,1,1.25,1.5,0.95,5,7.01,6.22335510668367,-0.543646518955527,2.56553421229758
"13873",1,1,1,1.25,1.5,0.95,5,7.11,6.22460496201525,-0.544896374287106,2.59756335352477
"13874",1,1,1,1.25,1.5,0.95,5,7.21,6.22579618928886,-0.546087601560718,2.62959249475195
"13875",1,1,1,1.25,1.5,0.95,5,7.31,6.22693153862213,-0.547222950893992,2.66162163597914
"13876",1,1,1,1.25,1.5,0.95,5,7.41,6.22801363113052,-0.548305043402382,2.69365077720632
"13877",1,1,1,1.25,1.5,0.95,5,7.51,6.22904496497853,-0.549336377250386,2.72567991843351
"13878",1,1,1,1.25,1.5,0.95,5,7.61,6.23002792114705,-0.550319333418912,2.7577090596607
"13879",1,1,1,1.25,1.5,0.95,5,7.71,6.23096476893026,-0.551256181202115,2.78973820088788
"13880",1,1,1,1.25,1.5,0.95,5,7.81,6.23185767117452,-0.55214908344638,2.82176734211507
"13881",1,1,1,1.25,1.5,0.95,5,7.91,6.23270868927171,-0.553000101543566,2.85379648334225
"13882",1,1,1,1.25,1.5,0.95,5,8.01,6.23351978791816,-0.553811200190018,2.88582562456944
"13883",1,1,1,1.25,1.5,0.95,5,8.11,6.23429283965049,-0.554584251922352,2.91785476579662
"13884",1,1,1,1.25,1.5,0.95,5,8.21,6.23502962916861,-0.555321041440468,2.94988390702381
"13885",1,1,1,1.25,1.5,0.95,5,8.31,6.23573185745593,-0.556023269727788,2.981913048251
"13886",1,1,1,1.25,1.5,0.95,5,8.41,6.23640114570635,-0.556692557978212,3.01394218947818
"13887",1,1,1,1.25,1.5,0.95,5,8.51,6.23703903906703,-0.557330451338883,3.04597133070537
"13888",1,1,1,1.25,1.5,0.95,5,8.61,6.23764701020552,-0.557938422477373,3.07800047193255
"13889",1,1,1,1.25,1.5,0.95,5,8.71,6.23822646270969,-0.558517874981546,3.11002961315974
"13890",1,1,1,1.25,1.5,0.95,5,8.81,6.23877873432809,-0.559070146599944,3.14205875438692
"13891",1,1,1,1.25,1.5,0.95,5,8.91,6.23930510005831,-0.559596512330165,3.17408789561411
"13892",1,1,1,1.25,1.5,0.95,5,9.01,6.23980677509052,-0.560098187362379,3.2061170368413
"13893",1,1,1,1.25,1.5,0.95,5,9.11,6.24028491761291,-0.56057632988477,3.23814617806848
"13894",1,1,1,1.25,1.5,0.95,5,9.21,6.24074063148551,-0.561032043757371,3.27017531929567
"13895",1,1,1,1.25,1.5,0.95,5,9.31,6.24117496878863,-0.56146638106049,3.30220446052285
"13896",1,1,1,1.25,1.5,0.95,5,9.41,6.24158893225172,-0.561880344523579,3.33423360175004
"13897",1,1,1,1.25,1.5,0.95,5,9.51,6.24198347756833,-0.562274889840186,3.36626274297722
"13898",1,1,1,1.25,1.5,0.95,5,9.61,6.24235951560245,-0.562650927874304,3.39829188420441
"13899",1,1,1,1.25,1.5,0.95,5,9.71,6.24271791449137,-0.56300932676323,3.4303210254316
"13900",1,1,1,1.25,1.5,0.95,5,9.81,6.24305950164993,-0.563350913921787,3.46235016665878
"13901",1,1,1,1.25,1.5,0.95,5,9.91,6.24338506568067,-0.563676477952525,3.49437930788597
"13902",1,1,1,1.25,1.5,0.95,5,10.01,6.24369535819447,-0.563986770466325,3.52640844911315
"13903",1,1,1,1.25,1.5,0.95,5,10.11,6.24399109554574,-0.564282507817599,3.55843759034034
"13904",1,1,1,1.25,1.5,0.95,5,10.21,6.24427296048624,-0.564564372758094,3.59046673156753
"13905",1,1,1,1.25,1.5,0.95,5,10.31,6.24454160374127,-0.564833016013125,3.62249587279471
"13906",1,1,1,1.25,1.5,0.95,5,10.41,6.244797645512,-0.565089057783863,3.6545250140219
"13907",1,1,1,1.25,1.5,0.95,5,10.51,6.2450416769073,-0.565333089179162,3.68655415524908
"13908",1,1,1,1.25,1.5,0.95,5,10.61,6.24527426130836,-0.565565673580215,3.71858329647627
"13909",1,1,1,1.25,1.5,0.95,5,10.71,6.24549593566934,-0.5657873479412,3.75061243770345
"13910",1,1,1,1.25,1.5,0.95,5,10.81,6.24570721175706,-0.565998624028915,3.78264157893064
"13911",1,1,1,1.25,1.5,0.95,5,10.91,6.24590857733241,-0.566199989604264,3.81467072015783
"13912",1,1,1,1.25,1.5,0.95,5,11.01,6.24610049727647,-0.566391909548328,3.84669986138501
"13913",1,1,1,1.25,1.5,0.95,5,11.11,6.24628341466374,-0.566574826935598,3.8787290026122
"13914",1,1,1,1.25,1.5,0.95,5,11.21,6.24645775178503,-0.566749164056886,3.91075814383938
"13915",1,1,1,1.25,1.5,0.95,5,11.31,6.24662391112238,-0.566915323394238,3.94278728506657
"13916",1,1,1,1.25,1.5,0.95,5,11.41,6.24678227627826,-0.567073688550123,3.97481642629376
"13917",1,1,1,1.25,1.5,0.95,5,11.51,6.24693321286117,-0.567224625133032,4.00684556752094
"13918",1,1,1,1.25,1.5,0.95,5,11.61,6.24707706932968,-0.567368481601541,4.03887470874813
"13919",1,1,1,1.25,1.5,0.95,5,11.71,6.24721417779691,-0.567505590068772,4.07090384997531
"13920",1,1,1,1.25,1.5,0.95,5,11.81,6.24734485479727,-0.567636267069127,4.1029329912025
"13921",1,1,1,1.25,1.5,0.95,5,11.91,6.24746940201719,-0.567760814289052,4.13496213242968
"13922",1,1,1,1.25,1.5,0.95,5,12.01,6.24758810699166,-0.567879519263523,4.16699127365687
"13923",1,1,1,1.25,1.5,0.95,5,12.11,6.247701243768,-0.56799265603986,4.19902041488406
"13924",1,1,1,1.25,1.5,0.95,5,12.21,6.24780907353855,-0.568100485810408,4.23104955611124
"13925",1,1,1,1.25,1.5,0.95,5,12.31,6.24791184524367,-0.568203257515531,4.26307869733843
"13926",1,1,1,1.25,1.5,0.95,5,12.41,6.24800979614647,-0.568301208418331,4.29510783856561
"13927",1,1,1,1.25,1.5,0.95,5,12.51,6.24810315238055,-0.568394564652403,4.3271369797928
"13928",1,1,1,1.25,1.5,0.95,5,12.61,6.24819212947204,-0.568483541743894,4.35916612101998
"13929",1,1,1,1.25,1.5,0.95,5,12.71,6.24827693283722,-0.568568345109077,4.39119526224717
"13930",1,1,1,1.25,1.5,0.95,5,12.81,6.24835775825673,-0.568649170528587,4.42322440347436
"13931",1,1,1,1.25,1.5,0.95,5,12.91,6.24843479232754,-0.568726204599401,4.45525354470154
"13932",1,1,1,1.25,1.5,0.95,5,13.01,6.24850821289377,-0.568799625165632,4.48728268592873
"13933",1,1,1,1.25,1.5,0.95,5,13.11,6.24857818945724,-0.568869601729102,4.51931182715591
"13934",1,1,1,1.25,1.5,0.95,5,13.21,6.2486448835688,-0.568936295840662,4.5513409683831
"13935",1,1,1,1.25,1.5,0.95,5,13.31,6.2487084492013,-0.568999861473158,4.58337010961028
"13936",1,1,1,1.25,1.5,0.95,5,13.41,6.24876903310504,-0.569060445376895,4.61539925083747
"13937",1,1,1,1.25,1.5,0.95,5,13.51,6.24882677514658,-0.569118187418434,4.64742839206466
"13938",1,1,1,1.25,1.5,0.95,5,13.61,6.24888180863163,-0.569173220903492,4.67945753329184
"13939",1,1,1,1.25,1.5,0.95,5,13.71,6.24893426061284,-0.569225672884698,4.71148667451903
"13940",1,1,1,1.25,1.5,0.95,5,13.81,6.24898425218306,-0.569275664454914,4.74351581574621
"13941",1,1,1,1.25,1.5,0.95,5,13.91,6.24903189875493,-0.569323311026791,4.7755449569734
"13942",1,1,1,1.25,1.5,0.95,5,14.01,6.24907731032736,-0.569368722599218,4.80757409820059
"13943",1,1,1,1.25,1.5,0.95,5,14.11,6.24912059173941,-0.569412004011272,4.83960323942777
"13944",1,1,1,1.25,1.5,0.95,5,14.21,6.24916184291239,-0.569453255184248,4.87163238065496
"13945",1,1,1,1.25,1.5,0.95,5,14.31,6.24920115908049,-0.569492571352349,4.90366152188214
"13946",1,1,1,1.25,1.5,0.95,5,14.41,6.24923863101068,-0.569530043282541,4.93569066310933
"13947",1,1,1,1.25,1.5,0.95,5,14.51,6.24927434521225,-0.569565757484107,4.96771980433651
"13948",1,1,1,1.25,1.5,0.95,5,14.61,6.2493083841365,-0.569599796408361,4.9997489455637
"13949",1,1,1,1.25,1.5,0.95,5,14.71,6.24934082636715,-0.569632238639003,5.03177808679089
"13950",1,1,1,1.25,1.5,0.95,5,14.81,6.24937174680168,-0.569663159073537,5.06380722801807
"13951",1,1,1,1.25,1.5,0.95,5,14.91,6.24940121682433,-0.569692629096186,5.09583636924526
"13952",1,1,1,1.25,1.5,0.95,5,15.01,6.24942930447083,-0.569720716742689,5.12786551047244
"13953",1,1,1,1.25,1.5,0.95,5,15.11,6.24945607458552,-0.569747486857374,5.15989465169963
"13954",1,1,1,1.25,1.5,0.95,5,15.21,6.249481588971,-0.569773001242858,5.19192379292681
"13955",1,1,1,1.25,1.5,0.95,5,15.31,6.24950590653087,-0.569797318802732,5.223952934154
"13956",1,1,1,1.25,1.5,0.95,5,15.41,6.24952908340568,-0.56982049567754,5.25598207538119
"13957",1,1,1,1.25,1.5,0.95,5,15.51,6.24955117310254,-0.569842585374397,5.28801121660837
"13958",1,1,1,1.25,1.5,0.95,5,15.61,6.24957222661865,-0.56986363889051,5.32004035783556
"13959",1,1,1,1.25,1.5,0.95,5,15.71,6.24959229255906,-0.569883704830915,5.35206949906274
"13960",1,1,1,1.25,1.5,0.95,5,15.81,6.24961141724883,-0.569902829520691,5.38409864028993
"13961",1,1,1,1.25,1.5,0.95,5,15.91,6.24962964484005,-0.569921057111904,5.41612778151712
"13962",1,1,1,1.25,1.5,0.95,5,16.01,6.24964701741369,-0.569938429685544,5.4481569227443
"13963",1,1,1,1.25,1.5,0.95,5,16.11,6.24966357507681,-0.569954987348666,5.48018606397149
"13964",1,1,1,1.25,1.5,0.95,5,16.21,6.24967935605513,-0.569970768326992,5.51221520519867
"13965",1,1,1,1.25,1.5,0.95,5,16.31,6.2496943967813,-0.569985809053156,5.54424434642586
"13966",1,1,1,1.25,1.5,0.95,5,16.41,6.24970873197895,-0.570000144250813,5.57627348765305
"13967",1,1,1,1.25,1.5,0.95,5,16.51,6.24972239474295,-0.570013807014807,5.60830262888023
"13968",1,1,1,1.25,1.5,0.95,5,16.61,6.24973541661571,-0.570026828887571,5.64033177010742
"13969",1,1,1,1.25,1.5,0.95,5,16.71,6.2497478276601,-0.570039239931953,5.6723609113346
"13970",1,1,1,1.25,1.5,0.95,5,16.81,6.24975965652876,-0.570051068800613,5.70439005256179
"13971",1,1,1,1.25,1.5,0.95,5,16.91,6.24977093053032,-0.570062342802178,5.73641919378897
"13972",1,1,1,1.25,1.5,0.95,5,17.01,6.24978167569243,-0.570073087964284,5.76844833501616
"13973",1,1,1,1.25,1.5,0.95,5,17.11,6.24979191682181,-0.570083329093667,5.80047747624335
"13974",1,1,1,1.25,1.5,0.95,5,17.21,6.24980167756157,-0.57009308983343,5.83250661747053
"13975",1,1,1,1.25,1.5,0.95,5,17.31,6.24981098044577,-0.57010239271763,5.86453575869772
"13976",1,1,1,1.25,1.5,0.95,5,17.41,6.24981984695144,-0.570111259223298,5.8965648999249
"13977",1,1,1,1.25,1.5,0.95,5,17.51,6.24982829754817,-0.570119709820025,5.92859404115209
"13978",1,1,1,1.25,1.5,0.95,5,17.61,6.24983635174536,-0.570127764017215,5.96062318237927
"13979",1,1,1,1.25,1.5,0.95,5,17.71,6.24984402813727,-0.570135440409127,5.99265232360646
"13980",1,1,1,1.25,1.5,0.95,5,17.81,6.24985134444595,-0.570142756717806,6.02468146483365
"13981",1,1,1,1.25,1.5,0.95,5,17.91,6.24985831756213,-0.57014972983399,6.05671060606083
"13982",1,1,1,1.25,1.5,0.95,5,18.01,6.24986496358425,-0.57015637585611,6.08873974728802
"13983",1,1,1,1.25,1.5,0.95,5,18.11,6.2498712978556,-0.570162710127453,6.1207688885152
"13984",1,1,1,1.25,1.5,0.95,5,18.21,6.24987733499973,-0.570168747271586,6.15279802974239
"13985",1,1,1,1.25,1.5,0.95,5,18.31,6.24988308895426,-0.570174501226116,6.18482717096957
"13986",1,1,1,1.25,1.5,0.95,5,18.41,6.24988857300301,-0.570179985274864,6.21685631219676
"13987",1,1,1,1.25,1.5,0.95,5,18.51,6.24989379980668,-0.570185212078538,6.24888545342395
"13988",1,1,1,1.25,1.5,0.95,5,18.61,6.2498987814321,-0.570190193703957,6.28091459465113
"13989",1,1,1,1.25,1.5,0.95,5,18.71,6.24990352938006,-0.570194941651913,6.31294373587832
"13990",1,1,1,1.25,1.5,0.95,5,18.81,6.24990805461186,-0.570199466883718,6.3449728771055
"13991",1,1,1,1.25,1.5,0.95,5,18.91,6.24991236757466,-0.570203779846514,6.37700201833269
"13992",1,1,1,1.25,1.5,0.95,5,19.01,6.24991647822553,-0.57020789049739,6.40903115955988
"13993",1,1,1,1.25,1.5,0.95,5,19.11,6.24992039605451,-0.570211808326367,6.44106030078706
"13994",1,1,1,1.25,1.5,0.95,5,19.21,6.24992413010645,-0.57021554237831,6.47308944201425
"13995",1,1,1,1.25,1.5,0.95,5,19.31,6.24992768900195,-0.570219101273812,6.50511858324143
"13996",1,1,1,1.25,1.5,0.95,5,19.41,6.24993108095723,-0.570222493229087,6.53714772446862
"13997",1,1,1,1.25,1.5,0.95,5,19.51,6.24993431380309,-0.570225726074947,6.5691768656958
"13998",1,1,1,1.25,1.5,0.95,5,19.61,6.24993739500302,-0.570228807274877,6.60120600692299
"13999",1,1,1,1.25,1.5,0.95,5,19.71,6.24994033167041,-0.570231743942265,6.63323514815018
"14000",1,1,1,1.25,1.5,0.95,5,19.81,6.24994313058497,-0.570234542856826,6.66526428937736
"14001",1,1,1,1.25,1.5,0.95,5,19.91,6.24994579820839,-0.570237210480251,6.69729343060455
"14002",1,1,1,1.5,0.5,0.95,5,0.01,5.22401561815937,0.455692969568768,0.323494326394576
"14003",1,1,1,1.5,0.5,0.95,5,0.11,5.24428720650598,0.435421381222163,0.355523467621762
"14004",1,1,1,1.5,0.5,0.95,5,0.21,5.26423673973973,0.415471847988413,0.387552608848948
"14005",1,1,1,1.5,0.5,0.95,5,0.31,5.28386933435638,0.395839253371762,0.419581750076134
"14006",1,1,1,1.5,0.5,0.95,5,0.41,5.30319002556582,0.376518562162322,0.45161089130332
"14007",1,1,1,1.5,0.5,0.95,5,0.51,5.32220376858346,0.357504819144682,0.483640032530505
"14008",1,1,1,1.5,0.5,0.95,5,0.61,5.34091543990111,0.33879314782703,0.515669173757691
"14009",1,1,1,1.5,0.5,0.95,5,0.71,5.35932983853767,0.320378749190476,0.547698314984877
"14010",1,1,1,1.5,0.5,0.95,5,0.81,5.37745168726991,0.302256900458233,0.579727456212063
"14011",1,1,1,1.5,0.5,0.95,5,0.91,5.39528563384378,0.284422953884361,0.611756597439248
"14012",1,1,1,1.5,0.5,0.95,5,1.01,5.41283625216639,0.266872335561749,0.643785738666434
"14013",1,1,1,1.5,0.5,0.95,5,1.11,5.43010804347911,0.249600544249034,0.67581487989362
"14014",1,1,1,1.5,0.5,0.95,5,1.21,5.44710543751198,0.232603150216162,0.707844021120806
"14015",1,1,1,1.5,0.5,0.95,5,1.31,5.46383279361986,0.215875794108286,0.739873162347991
"14016",1,1,1,1.5,0.5,0.95,5,1.41,5.48029440190043,0.199414185827712,0.771902303575177
"14017",1,1,1,1.5,0.5,0.95,5,1.51,5.49649448429453,0.183214103433612,0.803931444802363
"14018",1,1,1,1.5,0.5,0.95,5,1.61,5.51243719566893,0.167271392059211,0.835960586029549
"14019",1,1,1,1.5,0.5,0.95,5,1.71,5.52812662488196,0.151581962846183,0.867989727256735
"14020",1,1,1,1.5,0.5,0.95,5,1.81,5.54356679583217,0.136141791895972,0.90001886848392
"14021",1,1,1,1.5,0.5,0.95,5,1.91,5.55876166849037,0.120946919237776,0.932048009711106
"14022",1,1,1,1.5,0.5,0.95,5,2.01,5.57371513991522,0.105993447812926,0.964077150938292
"14023",1,1,1,1.5,0.5,0.95,5,2.11,5.58843104525274,0.0912775424753975,0.996106292165478
"14024",1,1,1,1.5,0.5,0.95,5,2.21,5.60291315871994,0.0767954290082049,1.02813543339266
"14025",1,1,1,1.5,0.5,0.95,5,2.31,5.61716519457272,0.0625433931554206,1.06016457461985
"14026",1,1,1,1.5,0.5,0.95,5,2.41,5.63119080805857,0.0485177796695712,1.09219371584704
"14027",1,1,1,1.5,0.5,0.95,5,2.51,5.64499359635397,0.034714991374171,1.12422285707422
"14028",1,1,1,1.5,0.5,0.95,5,2.61,5.658577099487,0.0211314882411455,1.15625199830141
"14029",1,1,1,1.5,0.5,0.95,5,2.71,5.67194480124523,0.00776378648291487,1.18828113952859
"14030",1,1,1,1.5,0.5,0.95,5,2.81,5.68510013006924,-0.00539154234110195,1.22031028075578
"14031",1,1,1,1.5,0.5,0.95,5,2.91,5.69804645993193,-0.0183378722037832,1.25233942198296
"14032",1,1,1,1.5,0.5,0.95,5,3.01,5.71078711120378,-0.0310785234756364,1.28436856321015
"14033",1,1,1,1.5,0.5,0.95,5,3.11,5.72332535150452,-0.0436167637763789,1.31639770443734
"14034",1,1,1,1.5,0.5,0.95,5,3.21,5.73566439654113,-0.0559558088129906,1.34842684566452
"14035",1,1,1,1.5,0.5,0.95,5,3.31,5.7478074109326,-0.0680988232044532,1.38045598689171
"14036",1,1,1,1.5,0.5,0.95,5,3.41,5.75975750902153,-0.0800489212933856,1.41248512811889
"14037",1,1,1,1.5,0.5,0.95,5,3.51,5.77151775567293,-0.0918091679447864,1.44451426934608
"14038",1,1,1,1.5,0.5,0.95,5,3.61,5.78309116706023,-0.103382579332085,1.47654341057326
"14039",1,1,1,1.5,0.5,0.95,5,3.71,5.79448071143885,-0.114772123710705,1.50857255180045
"14040",1,1,1,1.5,0.5,0.95,5,3.81,5.80568930990748,-0.125980722179341,1.54060169302764
"14041",1,1,1,1.5,0.5,0.95,5,3.91,5.81671983715728,-0.137011249429133,1.57263083425482
"14042",1,1,1,1.5,0.5,0.95,5,4.01,5.82757512220909,-0.147866534480952,1.60465997548201
"14043",1,1,1,1.5,0.5,0.95,5,4.11,5.8382579491391,-0.158549361410958,1.63668911670919
"14044",1,1,1,1.5,0.5,0.95,5,4.21,5.84877105779278,-0.169062470064638,1.66871825793638
"14045",1,1,1,1.5,0.5,0.95,5,4.31,5.85911714448765,-0.179408556759506,1.70074739916356
"14046",1,1,1,1.5,0.5,0.95,5,4.41,5.86929886270477,-0.189590274976623,1.73277654039075
"14047",1,1,1,1.5,0.5,0.95,5,4.51,5.87931882376929,-0.199610236041147,1.76480568161794
"14048",1,1,1,1.5,0.5,0.95,5,4.61,5.88917959752021,-0.209471009792066,1.79683482284512
"14049",1,1,1,1.5,0.5,0.95,5,4.71,5.89888371296942,-0.219175125241281,1.82886396407231
"14050",1,1,1,1.5,0.5,0.95,5,4.81,5.90843365895038,-0.228725071222239,1.86089310529949
"14051",1,1,1,1.5,0.5,0.95,5,4.91,5.91783188475638,-0.238123297028237,1.89292224652668
"14052",1,1,1,1.5,0.5,0.95,5,5.01,5.92708080076875,-0.247372213040606,1.92495138775387
"14053",1,1,1,1.5,0.5,0.95,5,5.11,5.93618277907504,-0.256474191346899,1.95698052898105
"14054",1,1,1,1.5,0.5,0.95,5,5.21,5.94514015407741,-0.265431566349272,1.98900967020824
"14055",1,1,1,1.5,0.5,0.95,5,5.31,5.95395522309133,-0.274246635363188,2.02103881143542
"14056",1,1,1,1.5,0.5,0.95,5,5.41,5.96263024693476,-0.282921659206613,2.05306795266261
"14057",1,1,1,1.5,0.5,0.95,5,5.51,5.971167450508,-0.291458862779859,2.08509709388979
"14058",1,1,1,1.5,0.5,0.95,5,5.61,5.97956902336434,-0.2998604356362,2.11712623511698
"14059",1,1,1,1.5,0.5,0.95,5,5.71,5.98783712027158,-0.308128532543438,2.14915537634417
"14060",1,1,1,1.5,0.5,0.95,5,5.81,5.99597386176468,-0.316265274036534,2.18118451757135
"14061",1,1,1,1.5,0.5,0.95,5,5.91,6.00398133468962,-0.324272746961475,2.21321365879854
"14062",1,1,1,1.5,0.5,0.95,5,6.01,6.01186159273862,-0.33215300501048,2.24524280002572
"14063",1,1,1,1.5,0.5,0.95,5,6.11,6.01961665697687,-0.339908069248724,2.27727194125291
"14064",1,1,1,1.5,0.5,0.95,5,6.21,6.02724851636082,-0.34753992863268,2.30930108248009
"14065",1,1,1,1.5,0.5,0.95,5,6.31,6.03475912824837,-0.355050540520229,2.34133022370728
"14066",1,1,1,1.5,0.5,0.95,5,6.41,6.04215041890082,-0.362441831172675,2.37335936493447
"14067",1,1,1,1.5,0.5,0.95,5,6.51,6.04942428397691,-0.369715696248766,2.40538850616165
"14068",1,1,1,1.5,0.5,0.95,5,6.61,6.05658258901903,-0.376874001290886,2.43741764738884
"14069",1,1,1,1.5,0.5,0.95,5,6.71,6.06362716993165,-0.383918582203513,2.46944678861602
"14070",1,1,1,1.5,0.5,0.95,5,6.81,6.07055983345221,-0.390851245724071,2.50147592984321
"14071",1,1,1,1.5,0.5,0.95,5,6.91,6.07738235761446,-0.397673769886315,2.5335050710704
"14072",1,1,1,1.5,0.5,0.95,5,7.01,6.08409649220449,-0.404387904476344,2.56553421229758
